time_normalized,thermal_force_normalized,fourier_response_normalized,cattaneo_reference_normalized,cattaneo_numeric_normalized,linear_phi_response_normalized,nonlinear_C,nonlinear_Phi,nonlinear_Pi,trace_source_nonnegative,trace_observable_normalized,extended_energy_normalized,actual_delta_normalized,predicted_delta_normalized,ledger_closure_relative
0.12000000000000001,0.08987854919801105,0.08987854919801105,-0.0582047537934358,-0.05820475067294648,-0.3271225695049396,0.2920848872864444,0.00022778144702340474,0.004666463565693872,0.5480321507932916,0.3486839513750424,0.023154176247659475,-5.143166645973918e-07,-5.143166647572183e-07,2.7262989029299285e-10
0.13,0.09734559684552443,0.09734559684552443,-0.05079902105668952,-0.05079901805247414,-0.32582557665375517,0.29147694124616463,0.00027748535321512246,0.005279554802377312,0.5484861283452772,0.3616219022920998,0.0230523101698548,-5.043714712549274e-07,-5.043714714276098e-07,2.9590056552672573e-10
0.14,0.1048071688288825,0.1048071688288825,-0.043390430888403074,-0.04339042804584987,-0.3245102561997948,0.29087680885645173,0.00033347611659387375,0.005923717477236933,0.5489401058972627,0.37455985320915725,0.02295244686928807,-4.942883657724217e-07,-4.94288365962491e-07,3.2710343794544286e-10
0.15,0.11226284543662858,0.11226284543662857,-0.03597940001981996,-0.035979397382102776,-0.32317668212948725,0.29028446169042804,0.0003960609400784376,0.006598250709413176,0.5493940834492482,0.38749780412621465,0.02285461463597151,-4.840604330876019e-07,-4.840604332806393e-07,3.3356841280991793e-10
0.16,0.11971220728891938,0.11971220728891936,-0.028566345319472473,-0.028566342927655773,-0.32182492945602237,0.28969987126719504,0.0004655400599631131,0.0073024620384181714,0.5495395810632833,0.39756001014516196,0.02275884306808123,-4.736814968007985e-07,-4.7368149699963326e-07,3.44899939568414e-10
0.17,0.12715483536111483,0.12715483536111483,-0.02115168376973287,-0.021151681662871846,-0.32045507421513164,0.28912300904724986,0.0005422068296300664,0.008035667326076147,0.5496850786773183,0.4076222161641092,0.02266516292786949,-4.631460830996359e-07,-4.631460833197332e-07,3.831350194880714e-10
0.18000000000000002,0.1345903110073483,0.1345903110073483,-0.013735832443358333,-0.01373583065859393,-0.31906719346081114,0.2885538464280441,0.0006263478022874807,0.008797190659740323,0.5498305762913533,0.4176844221830565,0.02257360600466574,-4.524493860090517e-07,-4.5244938624124107e-07,4.0549597863067764e-10
0.19,0.14201821598407527,0.14201821598407527,-0.006319208480030575,-0.006319207052680091,-0.3176613652609873,0.2879923547396803,0.0007182428127461874,0.009586364256769727,0.5499760739053884,0.42774662820200376,0.02248420498470375,-4.415872338348059e-07,-4.415872340738078e-07,4.1861575544357866e-10
0.2,0.14943813247359922,0.14943813247359924,0.001097770937107957,0.0010977719734649727,-0.31623766869312575,0.28743850524074194,0.0008181650582472944,0.010402528370249627,0.5501215715194234,0.437808834220951,0.02239699332752018,-4.305560569566047e-07,-4.3055605719734513e-07,4.2275425676099044e-10
0.21000000000000002,0.15684964310757413,0.15684964310757415,0.00851468860492076,0.00851468921836044,-0.3147961838397831,0.286892269114256,0.0009263811783531737,0.0112450311959394,0.5499577711549934,0.4455652535798091,0.022312005148678538,-4.193528567765503e-07,-4.1935285703532804e-07,4.55446364603903e-10
0.22,0.16425233099048098,0.16425233099048098,0.015931127323744538,0.015931127483920983,-0.31333699178410224,0.2863536174637862,0.0010431513339139965,0.012113228780431739,0.5497939707905635,0.4533216729386671,0.022229275108579954,-4.0797517593393895e-07,-4.0797517620238884e-07,4.733513281724642e-10
0.23,0.17164577972307826,0.17164577972307826,0.023346669920857006,0.023346669598928015,-0.3118601746052514,0.28582252130965413,0.0011687292851218446,0.013006484930507203,0.5496301704261335,0.4610780922975251,0.022148838307129774,-3.964210695123205e-07,-3.964210697891696e-07,4.888822901285372e-10
0.24000000000000002,0.1790295734258242,0.1790295734258242,0.030760899273942256,0.030760898442499008,-0.3103658153738077,0.28529895158528007,0.0013033624686642892,0.013924171123668378,0.5494663700617035,0.4688345116563832,0.022070730184034992,-3.8468907746086467e-07,-3.8468907774842267e-07,5.083355074479564e-10
0.25,0.18640329676226988,0.18640329676226988,0.0381733983345541,0.038173396967554056,-0.3088539981470838,0.2847828791336522,0.0014472920739891375,0.014865666419837756,0.5493025696972735,0.4765909310152412,0.02199498642451782,-3.7277819804962253e-07,-3.727781983474501e-07,5.268285540792151e-10
0.26,0.19376653496242194,0.19376653496242194,0.045583750151574905,0.04558374822427799,-0.30732480796440004,0.2842742747039126,0.001600753118691907,0.015830357374203994,0.5488303922996138,0.48248346399211006,0.021921642870233973,-3.6068786233439676e-07,-3.606878626528586e-07,5.634423628112359e-10
0.27,0.20111887384607305,0.20111887384607305,0.0529915378946688,0.05299153538357683,-0.305778330842301,0.2837731089480592,0.0017639745230374456,0.01681763795120087,0.548358214901954,0.48837599696897893,0.021850735435192725,-3.4841790970061015e-07,-3.484179100146397e-07,5.554586030665445e-10
0.28,0.20845989984609958,0.20845989984609958,0.060396344877728436,0.06039634176052739,-0.30421465376971724,0.28327935241776614,0.001937179183626946,0.0178269094396037,0.5478860375042943,0.4942685299458478,0.021782300026483056,-3.3596856418779963e-07,-3.359685645175168e-07,5.827827730677397e-10
