lane,seed,initial_mean,final_mean,mass_drift_abs,initial_order,final_order,order_growth_ratio,initial_xi,final_xi,xi_growth_ratio,xi_over_L_final,initial_domain_boundary_count,final_domain_boundary_count,max_abs_c,status
legacy_nonconserved_core,1401,-0.000659852586954392,-0.012888846255148797,0.012228993668194405,0.008027527827428462,0.07929588575728402,9.877995749369537,0.6420331716751378,0.988535849730055,1.5396959118963467,0.03089174530406422,994,626,0.41413580084229207,OK
core_conserved_order_v1,1401,-0.000659852586954392,-0.0006598525869543933,1.3010426069826053e-18,0.008027527827428462,0.7056634482513006,87.9054502732696,0.6420331716751378,0.5579823023772705,0.8690864070487682,0.017436946949289704,994,1097,1.051157872893641,OK
legacy_nonconserved_core,1402,-0.0007907127831011923,-0.015645090226277795,0.014854377443176603,0.008286706117590427,0.08111378169015822,9.788422630069586,0.6327323516556166,0.9123479196783323,1.441917609066566,0.028510872489947884,987,693,0.5007961579367254,OK
core_conserved_order_v1,1402,-0.0007907127831011923,-0.000790712783101186,6.396792817664476e-18,0.008286706117590427,0.7104243127113727,85.73060304423429,0.6327323516556166,0.550281445853375,0.8696907063681835,0.01719629518291797,987,1081,1.0251482754779935,OK
legacy_nonconserved_core,1403,0.0006292057426678518,0.012489290405142968,0.011860084662475116,0.007752379139219168,0.07424139077137913,9.576594415486346,0.6243591906891657,0.9175872918354869,1.469646487981793,0.028674602869858967,1010,706,0.488295686478204,OK
core_conserved_order_v1,1403,0.0006292057426678518,0.000629205742667862,1.0191500421363742e-17,0.007752379139219168,0.7059775380248525,91.06591993847707,0.6243591906891657,0.549180479954654,0.8795906076892539,0.017161889998582938,1010,1105,1.0474990013707655,OK
