lane,seed,initial_mean,final_mean,mass_drift_abs,initial_order,final_order,order_growth_ratio,initial_xi,final_xi,xi_growth_ratio,xi_over_L_final,initial_domain_boundary_count,final_domain_boundary_count,max_abs_c,status
baseline_nonconserved_tdgl,1301,0.00013450744103111714,0.019438264044869556,0.01930375660383844,0.007924602991918316,0.026781669497828595,3.3795597741793664,0.010024155059836623,0.20086883096604755,20.038480028193156,0.20086883096604755,4068,249,0.08909232846719088,OK
model_c_cahn_hilliard,1301,0.00013450744103111714,0.00013450744103112033,3.198396408832238e-18,0.007924602991918316,0.7123194110320518,89.88707847680077,0.010024155059836623,0.1810831390947869,18.064678570299197,0.1810831390947869,4068,252,1.208077915433205,OK
baseline_nonconserved_tdgl,1302,1.4593404278408995e-05,0.0020800154855506294,0.00206542208127222,0.007935122804998678,0.034508787402855456,4.34886620546274,0.009822632722717013,0.24792684690647457,25.240366193585643,0.24792684690647457,4065,209,0.11175535618994306,OK
model_c_cahn_hilliard,1302,1.4593404278408995e-05,1.4593404278617772e-05,2.0877668083923995e-16,0.007935122804998678,0.7722054412223494,97.31486962443778,0.009822632722717013,0.30745681321814083,31.30085608383574,0.30745681321814083,4065,128,1.355430637301479,OK
baseline_nonconserved_tdgl,1303,1.3017151833952814e-05,0.0018708749276108022,0.0018578577757768493,0.007942333360485221,0.031320238134584254,3.9434554951330836,0.009842776767489726,0.24291165204433082,24.67917923798269,0.24291165204433082,4074,238,0.09475007465843026,OK
model_c_cahn_hilliard,1303,1.3017151833952814e-05,1.3017151833996047e-05,4.323256162785949e-17,0.007942333360485221,0.7908422737879512,99.5730395456023,0.009842776767489726,0.3000845165329869,30.487790551559936,0.3000845165329869,4074,128,1.3428517280792869,OK
