commodity,year,quantity_role,quantity_metric_tons,unit_basis
gold,1910,primary_production,143.0,metric tons gold content
gold,1910,reported_consumption,62.9,metric tons gold content
gold,1911,primary_production,146.0,metric tons gold content
gold,1911,reported_consumption,61.4,metric tons gold content
gold,1912,primary_production,140.0,metric tons gold content
gold,1912,reported_consumption,66.2,metric tons gold content
gold,1913,primary_production,135.0,metric tons gold content
gold,1913,reported_consumption,69.0,metric tons gold content
gold,1914,primary_production,139.0,metric tons gold content
gold,1914,reported_consumption,54.4,metric tons gold content
gold,1915,primary_production,150.0,metric tons gold content
gold,1915,reported_consumption,54.4,metric tons gold content
gold,1916,primary_production,140.0,metric tons gold content
gold,1916,reported_consumption,75.3,metric tons gold content
gold,1917,primary_production,123.0,metric tons gold content
gold,1917,reported_consumption,75.9,metric tons gold content
gold,1918,primary_production,102.0,metric tons gold content
gold,1918,reported_consumption,79.8,metric tons gold content
gold,1919,primary_production,85.6,metric tons gold content
gold,1919,reported_consumption,115.0,metric tons gold content
gold,1920,primary_production,74.1,metric tons gold content
gold,1920,reported_consumption,120.0,metric tons gold content
gold,1921,primary_production,72.9,metric tons gold content
gold,1921,reported_consumption,72.9,metric tons gold content
gold,1922,primary_production,71.3,metric tons gold content
gold,1922,reported_consumption,85.2,metric tons gold content
gold,1923,primary_production,74.8,metric tons gold content
gold,1923,reported_consumption,101.0,metric tons gold content
gold,1924,primary_production,76.0,metric tons gold content
gold,1924,reported_consumption,97.5,metric tons gold content
gold,1925,primary_production,71.8,metric tons gold content
gold,1925,reported_consumption,92.1,metric tons gold content
gold,1926,primary_production,69.4,metric tons gold content
gold,1926,reported_consumption,94.8,metric tons gold content
gold,1927,primary_production,65.5,metric tons gold content
gold,1927,reported_consumption,85.5,metric tons gold content
gold,1928,primary_production,66.8,metric tons gold content
gold,1928,reported_consumption,85.1,metric tons gold content
gold,1929,primary_production,64.0,metric tons gold content
gold,1929,reported_consumption,85.6,metric tons gold content
gold,1930,primary_production,66.5,metric tons gold content
gold,1930,reported_consumption,64.2,metric tons gold content
gold,1931,primary_production,69.2,metric tons gold content
gold,1931,reported_consumption,43.9,metric tons gold content
gold,1932,primary_production,72.5,metric tons gold content
gold,1932,reported_consumption,30.3,metric tons gold content
gold,1933,primary_production,71.7,metric tons gold content
gold,1933,reported_consumption,20.7,metric tons gold content
gold,1934,primary_production,86.4,metric tons gold content
gold,1934,reported_consumption,12.7,metric tons gold content
gold,1935,primary_production,101.0,metric tons gold content
gold,1935,reported_consumption,23.0,metric tons gold content
gold,1936,primary_production,118.0,metric tons gold content
gold,1936,reported_consumption,29.3,metric tons gold content
gold,1937,primary_production,128.0,metric tons gold content
gold,1937,reported_consumption,35.2,metric tons gold content
gold,1938,primary_production,161.0,metric tons gold content
gold,1938,reported_consumption,26.8,metric tons gold content
gold,1939,primary_production,145.0,metric tons gold content
gold,1939,reported_consumption,34.5,metric tons gold content
gold,1940,primary_production,151.0,metric tons gold content
gold,1940,reported_consumption,36.6,metric tons gold content
gold,1941,primary_production,148.0,metric tons gold content
gold,1941,reported_consumption,60.4,metric tons gold content
gold,1942,primary_production,108.0,metric tons gold content
gold,1942,reported_consumption,67.3,metric tons gold content
gold,1943,primary_production,42.4,metric tons gold content
gold,1943,reported_consumption,86.1,metric tons gold content
gold,1944,primary_production,31.1,metric tons gold content
gold,1944,reported_consumption,109.0,metric tons gold content
gold,1945,primary_production,29.7,metric tons gold content
gold,1945,reported_consumption,124.0,metric tons gold content
gold,1946,primary_production,49.0,metric tons gold content
gold,1946,reported_consumption,177.0,metric tons gold content
gold,1947,primary_production,65.6,metric tons gold content
gold,1947,reported_consumption,87.2,metric tons gold content
gold,1948,primary_production,62.7,metric tons gold content
gold,1948,reported_consumption,80.1,metric tons gold content
gold,1949,primary_production,62.0,metric tons gold content
gold,1949,reported_consumption,132.0,metric tons gold content
gold,1950,primary_production,74.5,metric tons gold content
gold,1950,reported_consumption,120.0,metric tons gold content
gold,1951,primary_production,61.6,metric tons gold content
gold,1951,reported_consumption,93.3,metric tons gold content
gold,1952,primary_production,58.9,metric tons gold content
gold,1952,reported_consumption,113.0,metric tons gold content
gold,1953,primary_production,60.9,metric tons gold content
gold,1953,reported_consumption,100.0,metric tons gold content
gold,1954,primary_production,57.1,metric tons gold content
gold,1954,reported_consumption,69.6,metric tons gold content
gold,1955,primary_production,58.5,metric tons gold content
gold,1955,reported_consumption,61.1,metric tons gold content
gold,1956,primary_production,56.8,metric tons gold content
gold,1956,reported_consumption,68.0,metric tons gold content
gold,1957,primary_production,55.8,metric tons gold content
gold,1957,reported_consumption,69.7,metric tons gold content
gold,1958,primary_production,54.1,metric tons gold content
gold,1958,reported_consumption,80.9,metric tons gold content
gold,1959,primary_production,49.9,metric tons gold content
gold,1959,reported_consumption,98.8,metric tons gold content
gold,1960,primary_production,51.8,metric tons gold content
gold,1960,reported_consumption,115.0,metric tons gold content
gold,1961,primary_production,48.2,metric tons gold content
gold,1961,reported_consumption,122.0,metric tons gold content
gold,1962,primary_production,48.0,metric tons gold content
gold,1962,reported_consumption,140.0,metric tons gold content
gold,1963,primary_production,45.2,metric tons gold content
gold,1963,reported_consumption,132.0,metric tons gold content
gold,1964,primary_production,45.3,metric tons gold content
gold,1964,reported_consumption,183.0,metric tons gold content
gold,1964,secondary_production,16.1,metric tons gold content
gold,1965,primary_production,53.0,metric tons gold content
gold,1965,reported_consumption,204.0,metric tons gold content
gold,1965,secondary_production,18.0,metric tons gold content
gold,1966,primary_production,56.1,metric tons gold content
gold,1966,reported_consumption,242.0,metric tons gold content
gold,1966,secondary_production,21.2,metric tons gold content
gold,1967,primary_production,49.3,metric tons gold content
gold,1967,reported_consumption,291.0,metric tons gold content
gold,1967,secondary_production,25.3,metric tons gold content
gold,1968,primary_production,46.0,metric tons gold content
gold,1968,reported_consumption,296.0,metric tons gold content
gold,1968,secondary_production,28.0,metric tons gold content
gold,1969,primary_production,53.9,metric tons gold content
gold,1969,reported_consumption,312.0,metric tons gold content
gold,1969,secondary_production,28.0,metric tons gold content
gold,1970,primary_production,54.2,metric tons gold content
gold,1970,reported_consumption,272.0,metric tons gold content
gold,1970,secondary_production,26.4,metric tons gold content
gold,1971,primary_production,46.5,metric tons gold content
gold,1971,reported_consumption,284.0,metric tons gold content
gold,1971,secondary_production,28.9,metric tons gold content
gold,1972,primary_production,45.1,metric tons gold content
gold,1972,reported_consumption,292.0,metric tons gold content
gold,1972,secondary_production,27.7,metric tons gold content
gold,1973,primary_production,36.6,metric tons gold content
gold,1973,reported_consumption,265.0,metric tons gold content
gold,1973,secondary_production,23.4,metric tons gold content
gold,1974,primary_production,35.1,metric tons gold content
gold,1974,reported_consumption,205.0,metric tons gold content
gold,1974,secondary_production,25.3,metric tons gold content
gold,1975,primary_production,32.7,metric tons gold content
gold,1975,reported_consumption,208.0,metric tons gold content
gold,1975,secondary_production,34.9,metric tons gold content
gold,1976,primary_production,32.6,metric tons gold content
gold,1976,reported_consumption,222.0,metric tons gold content
gold,1976,secondary_production,33.2,metric tons gold content
gold,1977,primary_production,34.2,metric tons gold content
gold,1977,reported_consumption,228.0,metric tons gold content
gold,1977,secondary_production,32.3,metric tons gold content
gold,1978,primary_production,31.1,metric tons gold content
gold,1978,reported_consumption,243.0,metric tons gold content
gold,1978,secondary_production,43.0,metric tons gold content
gold,1979,primary_production,30.0,metric tons gold content
gold,1979,reported_consumption,239.0,metric tons gold content
gold,1979,secondary_production,52.1,metric tons gold content
gold,1980,primary_production,30.2,metric tons gold content
gold,1980,reported_consumption,170.0,metric tons gold content
gold,1980,secondary_production,67.9,metric tons gold content
gold,1981,primary_production,42.9,metric tons gold content
gold,1981,reported_consumption,165.0,metric tons gold content
gold,1981,secondary_production,50.1,metric tons gold content
gold,1982,primary_production,45.6,metric tons gold content
gold,1982,reported_consumption,163.0,metric tons gold content
gold,1982,secondary_production,55.5,metric tons gold content
gold,1983,primary_production,62.3,metric tons gold content
gold,1983,reported_consumption,192.0,metric tons gold content
gold,1983,secondary_production,55.5,metric tons gold content
gold,1984,primary_production,64.9,metric tons gold content
gold,1984,reported_consumption,203.0,metric tons gold content
gold,1984,secondary_production,55.0,metric tons gold content
gold,1985,primary_production,75.5,metric tons gold content
gold,1985,reported_consumption,182.0,metric tons gold content
gold,1985,secondary_production,49.8,metric tons gold content
gold,1986,primary_production,116.0,metric tons gold content
gold,1986,reported_consumption,247.0,metric tons gold content
gold,1986,secondary_production,47.3,metric tons gold content
gold,1987,primary_production,154.0,metric tons gold content
gold,1987,reported_consumption,260.0,metric tons gold content
gold,1987,secondary_production,63.8,metric tons gold content
gold,1988,primary_production,201.0,metric tons gold content
gold,1988,reported_consumption,229.0,metric tons gold content
gold,1988,secondary_production,61.4,metric tons gold content
gold,1989,primary_production,266.0,metric tons gold content
gold,1989,reported_consumption,230.0,metric tons gold content
gold,1989,secondary_production,51.9,metric tons gold content
gold,1990,primary_production,294.0,metric tons gold content
gold,1990,reported_consumption,215.0,metric tons gold content
gold,1990,secondary_production,44.0,metric tons gold content
gold,1991,primary_production,294.0,metric tons gold content
gold,1991,reported_consumption,202.0,metric tons gold content
gold,1991,secondary_production,48.1,metric tons gold content
gold,1992,primary_production,330.0,metric tons gold content
gold,1992,reported_consumption,219.0,metric tons gold content
gold,1992,secondary_production,53.4,metric tons gold content
gold,1993,primary_production,331.0,metric tons gold content
gold,1993,reported_consumption,233.0,metric tons gold content
gold,1993,secondary_production,66.0,metric tons gold content
gold,1994,primary_production,327.0,metric tons gold content
gold,1994,reported_consumption,237.0,metric tons gold content
gold,1994,secondary_production,75.0,metric tons gold content
gold,1995,primary_production,317.0,metric tons gold content
gold,1995,reported_consumption,245.0,metric tons gold content
gold,1995,secondary_production,43.0,metric tons gold content
gold,1996,primary_production,326.0,metric tons gold content
gold,1996,reported_consumption,246.0,metric tons gold content
gold,1996,secondary_production,44.0,metric tons gold content
gold,1997,primary_production,362.0,metric tons gold content
gold,1997,reported_consumption,272.0,metric tons gold content
gold,1997,secondary_production,49.0,metric tons gold content
gold,1998,primary_production,366.0,metric tons gold content
gold,1998,reported_consumption,308.0,metric tons gold content
gold,1998,secondary_production,86.3,metric tons gold content
gold,1999,primary_production,341.0,metric tons gold content
gold,1999,reported_consumption,323.0,metric tons gold content
gold,1999,secondary_production,77.2,metric tons gold content
gold,2000,primary_production,353.0,metric tons gold content
gold,2000,reported_consumption,277.0,metric tons gold content
gold,2000,secondary_production,40.0,metric tons gold content
gold,2001,primary_production,335.0,metric tons gold content
gold,2001,reported_consumption,233.0,metric tons gold content
gold,2001,secondary_production,40.5,metric tons gold content
gold,2002,primary_production,298.0,metric tons gold content
gold,2002,reported_consumption,230.0,metric tons gold content
gold,2002,secondary_production,38.3,metric tons gold content
gold,2003,primary_production,277.0,metric tons gold content
gold,2003,reported_consumption,225.0,metric tons gold content
gold,2003,secondary_production,44.0,metric tons gold content
gold,2004,primary_production,258.0,metric tons gold content
gold,2004,reported_consumption,224.0,metric tons gold content
gold,2004,secondary_production,45.0,metric tons gold content
gold,2005,primary_production,256.0,metric tons gold content
gold,2005,reported_consumption,220.0,metric tons gold content
gold,2005,secondary_production,40.0,metric tons gold content
gold,2006,primary_production,252.0,metric tons gold content
gold,2006,reported_consumption,211.0,metric tons gold content
gold,2006,secondary_production,44.0,metric tons gold content
gold,2007,primary_production,238.0,metric tons gold content
gold,2007,reported_consumption,179.0,metric tons gold content
gold,2007,secondary_production,66.0,metric tons gold content
gold,2008,primary_production,233.0,metric tons gold content
gold,2008,reported_consumption,175.0,metric tons gold content
gold,2008,secondary_production,181.0,metric tons gold content
gold,2009,primary_production,223.0,metric tons gold content
gold,2009,reported_consumption,173.0,metric tons gold content
gold,2009,secondary_production,189.0,metric tons gold content
gold,2010,primary_production,231.0,metric tons gold content
gold,2010,reported_consumption,180.0,metric tons gold content
gold,2010,secondary_production,198.0,metric tons gold content
gold,2011,primary_production,234.0,metric tons gold content
gold,2011,reported_consumption,168.0,metric tons gold content
gold,2011,secondary_production,263.0,metric tons gold content
gold,2012,primary_production,235.0,metric tons gold content
gold,2012,reported_consumption,147.0,metric tons gold content
gold,2012,secondary_production,215.0,metric tons gold content
gold,2013,primary_production,230.0,metric tons gold content
gold,2013,reported_consumption,160.0,metric tons gold content
gold,2013,secondary_production,210.0,metric tons gold content
gold,2014,primary_production,210.0,metric tons gold content
gold,2014,reported_consumption,152.0,metric tons gold content
gold,2014,secondary_production,223.0,metric tons gold content
gold,2015,primary_production,214.0,metric tons gold content
gold,2015,reported_consumption,191.0,metric tons gold content
gold,2015,secondary_production,238.0,metric tons gold content
gold,2016,primary_production,232.0,metric tons gold content
gold,2016,reported_consumption,210.0,metric tons gold content
gold,2016,secondary_production,220.0,metric tons gold content
gold,2017,primary_production,237.0,metric tons gold content
gold,2017,reported_consumption,159.0,metric tons gold content
gold,2017,secondary_production,119.0,metric tons gold content
gold,2018,primary_production,226.0,metric tons gold content
gold,2018,reported_consumption,154.0,metric tons gold content
gold,2018,secondary_production,94.0,metric tons gold content
gold,2019,primary_production,201.0,metric tons gold content
gold,2019,reported_consumption,151.0,metric tons gold content
gold,2019,secondary_production,116.0,metric tons gold content
gold,2020,primary_production,193.0,metric tons gold content
gold,2020,reported_consumption,187.0,metric tons gold content
gold,2020,secondary_production,92.0,metric tons gold content
gold,2021,primary_production,187.0,metric tons gold content
gold,2021,reported_consumption,265.0,metric tons gold content
gold,2021,secondary_production,92.0,metric tons gold content
gold,2022,primary_production,173.0,metric tons gold content
gold,2022,reported_consumption,257.0,metric tons gold content
gold,2022,secondary_production,93.0,metric tons gold content
