country_code,year,EG.USE.PCAP.KG.OE,NY.GDP.PCAP.KD,NY.GDP.PCAP.PP.KD,SP.POP.TOTL
BM,2006,,128662.931924261,115175.773016307,62834.0
BM,2007,,132595.482654866,118696.092066629,63010.0
BM,2008,,129525.177139097,115947.63292703,63300.0
BM,2009,,121727.584908744,108967.427366927,63565.0
BM,2010,,118382.908990645,105973.358845444,63725.0
BM,2011,,113937.835700983,101994.242680484,63733.0
BM,2012,,108040.575659203,96715.1659966888,63646.0
BM,2013,,107860.394791964,96553.8726827819,63574.0
BM,2014,,103941.982606956,93046.2100976443,63529.0
BM,2015,,104855.366822135,93863.8483363419,63464.0
BM,2016,,104190.876720334,93269.0137558453,63449.0
BM,2017,,107734.608357327,96441.2718767256,63578.0
BM,2018,,106843.163739391,95643.2734055543,63831.0
BM,2019,,106709.881238843,95523.9623126026,64107.0
BM,2020,,98846.4458079644,88484.8155997921,64382.0
BM,2021,,103130.365845318,92319.6714861222,64648.0
BM,2022,,109412.251159598,97943.0548977322,64749.0
BM,2023,,114244.681047132,102268.922803272,64698.0
BM,2024,,116513.536565041,104299.944358815,64636.0
BN,2024,,29563.8682753082,79071.7333801445,462721.0
BO,2024,,3045.61476620329,11329.1518061536,12413315.0
BS,2000,,32424.7271786716,34597.1621145274,323835.0
BS,2001,,32870.0918307285,35072.3658990461,327836.0
BS,2002,,33374.602685914,35610.6786425646,331614.0
BS,2003,,32559.311554898,34740.7635535381,335618.0
BS,2008,,32331.8246135092,34498.0351399173,358120.0
BS,2009,,30581.3342198488,32630.263065979,362810.0
BS,2010,,30657.4319059659,32711.4592459383,367478.0
BS,2011,,30492.6738528071,32535.6625139135,371729.0
BS,2012,,31553.4919490645,33667.5547098911,375469.0
BS,2013,,30368.2631244189,32402.9163503108,378953.0
BS,2014,,30658.5344563722,32712.6356664811,382298.0
BS,2015,,30719.405417469,32777.5849410742,385346.0
BS,2016,,30152.1619246021,32172.3365152976,388055.0
BS,2017,,30974.7477261317,33050.0350128611,390485.0
BS,2018,,31537.2423841956,33650.2164350935,392717.0
BS,2019,,31117.6299132391,33202.4902105068,394675.0
BS,2020,,24791.6704945106,26452.695760929,395863.0
BS,2021,,29114.0597726386,31064.6822166194,396373.0
BS,2022,,32186.4575039237,34342.9285316569,397538.0
BS,2023,,33009.645615121,35221.2696932313,399440.0
BS,2024,,33968.2032187918,36244.0500123244,401283.0
BT,2000,,1259.6237645235,5287.57434721684,596863.0
BT,2001,,1321.09878230279,5545.6305511084,610794.0
BT,2002,,1427.25693317315,5991.25497571775,624409.0
BT,2003,,1506.4152751782,6323.5411950973,637663.0
BT,2008,,2017.76018913403,8470.03471622855,686351.0
BT,2009,,2148.56480375034,9019.11861272397,693988.0
BT,2010,,2378.72810760985,9985.28455483655,701632.0
BT,2011,,2552.48871073094,10714.686566371,709377.0
BT,2012,,2654.74798946027,11143.9445354588,717279.0
BT,2013,,2671.07460201171,11212.479426698,725273.0
BT,2014,,2797.81883971908,11744.5189124825,733139.0
BT,2015,,2954.04081911097,12400.2983237391,740618.0
BT,2016,,3173.36773217431,13320.9759036882,747866.0
BT,2017,,3211.80903275593,13482.3425280358,754335.0
BT,2018,,3300.55006461736,13854.8543977158,759759.0
BT,2019,,3467.38598979356,14555.1884045845,764824.0
BT,2020,,3092.12428399363,12979.9369485824,770006.0
BT,2021,,3206.20366997254,13458.812666743,775442.0
BT,2022,,3349.73309632799,14061.3120274588,780914.0
BT,2023,,3480.51388523184,14610.2959097837,786385.0
BT,2024,,3717.21053114706,15603.8871298469,791524.0
BW,2024,,6952.34770386661,18107.614452913,2521139.0
BY,2024,,6814.34443423546,29135.9465139232,9132629.0
BZ,2000,,5663.64632374973,11363.6868781615,240799.0
BZ,2001,,5764.99055491104,11567.0265720608,248379.0
BZ,2002,,5895.15235037898,11828.1865744067,256009.0
BZ,2003,,6274.47428279313,12589.2679378206,263780.0
BZ,2008,,6187.95885023655,12415.6811300464,304361.0
BZ,2009,,5997.68447156383,12033.9096816588,312614.0
BZ,2010,,5937.75398343789,11913.6635959061,320245.0
BZ,2011,,5802.24344531492,11641.7717375703,327298.0
BZ,2012,,5902.74234696881,11843.4153404212,334414.0
BZ,2013,,6013.07879895362,12064.797259406,341627.0
BZ,2014,,6116.49578852783,12272.2957895446,348923.0
BZ,2015,,6154.62264230369,12348.7944978311,356333.0
BZ,2016,,6012.21296983668,12063.0600374093,364705.0
BZ,2017,,5767.61921963762,11572.3007931461,373202.0
BZ,2018,,5707.61059954436,11451.8979413877,380226.0
BZ,2019,,5864.14611827109,11765.9748661176,385829.0
BZ,2020,,5006.48453276935,10045.1404163746,390812.0
BZ,2021,,5839.40157956017,11716.3267818656,395346.0
BZ,2022,,6262.56088273674,12565.3645829576,402733.0
BZ,2023,,6165.69414825936,12371.0086545348,411106.0
BZ,2024,,6290.49294452749,12621.4081961897,417072.0
CD,2024,,554.117609962628,1601.70926640422,109276265.0
CF,2000,,437.168928414826,1245.81399563599,3833416.0
CF,2001,,446.658634192083,1272.85710758505,3919487.0
CF,2002,,452.808702217035,1290.38314917126,4006077.0
CF,2003,,418.240532289858,1191.8731520062,4103086.0
CF,2004,,433.825227770233,1236.28534712166,4192826.0
CF,2005,,427.968043155237,1219.5939445674,4288810.0
CF,2006,,439.294330902768,1251.87082171335,4377579.0
CF,2007,,450.762785401893,1284.55283590666,4462770.0
CF,2008,,450.313616886022,1283.2728263106,4558984.0
CF,2009,,492.215398914836,1402.68164770801,4529047.0
CF,2010,,519.141456408484,1479.41367757692,4492995.0
CF,2011,,532.38295493852,1517.14839091011,4565021.0
CF,2012,,553.729578314912,1577.98053252253,4610848.0
CF,2013,,349.821171688973,996.896355923912,4642419.0
CF,2014,,351.561554911625,1001.85598053496,4623182.0
CF,2015,,366.322853938121,1043.92171697157,4629320.0
CF,2016,,376.858254120398,1073.94477703739,4713663.0
CF,2017,,387.35795131742,1103.86609318724,4793511.0
CF,2018,,395.020015455909,1125.70091748228,4878657.0
CF,2019,,401.82582161435,1145.09563657752,4944703.0
CF,2020,,398.834274122139,1136.57052993758,5026628.0
CF,2021,,396.020622931961,1128.55237996459,5112100.0
CF,2022,,398.91539795642,1136.80171107045,5098039.0
CF,2023,,397.467795750451,1132.67643369804,5152421.0
CF,2024,,389.938307964229,1111.21941638883,5330690.0
CG,2024,,1671.7266018229,6152.56509118442,6332961.0
CI,2024,,2395.65916961845,6747.0379677706,31934230.0
CM,2024,,1480.73097431993,4916.93354019494,29123744.0
CN,2024,,13119.1076099516,23841.4769141817,1408975000.0
CU,2000,1076.5353394583,4112.26168350671,,11109109.0
CU,2001,1048.45762651591,4229.90309433356,,11144132.0
CU,2002,970.846511711936,4277.39565642359,,11177418.0
CU,2003,963.215606214526,4426.96599591833,,11209383.0
CU,2004,936.649449904607,4670.18802138025,,11238756.0
CU,2005,897.369156004402,5182.35283601732,,11262554.0
CU,2006,910.00338498737,5799.41163668615,,11278550.0
CU,2007,871.117940798683,6215.76603727772,,11287272.0
CU,2008,928.466364196819,6469.08507847668,,11291762.0
CU,2009,900.455572436481,6561.25305093006,,11294719.0
CU,2010,977.391285791928,6716.49048497058,,11297409.0
CU,2011,948.027225603918,6902.16397571139,,11301571.0
CU,2012,968.146630660253,7109.24834185635,,11303175.0
CU,2013,919.534653808596,7307.82004410741,,11298167.0
CU,2014,938.112097734289,7392.48324633027,,11285775.0
CU,2015,958.502652326421,7727.91997207998,,11275065.0
CU,2016,941.599587735624,7774.0698462623,,11265612.0
CU,2017,904.82520614924,7927.27769431767,,11247829.0
CU,2018,858.793763834873,8120.43123558256,,11227118.0
CU,2019,854.4694562102,8124.75282059108,,11202846.0
CU,2020,805.861387957743,7252.28811179844,,11176354.0
CU,2021,791.974143484846,7379.04275283674,,11122168.0
CU,2022,775.769412868598,7552.33152218842,,11059820.0
CU,2023,775.831381587569,7433.42885399674,,11019931.0
CV,2000,,2037.31720912714,4510.13573659758,453317.0
CV,2001,,2051.21733888102,4540.90731780518,460293.0
CV,2002,,2127.70872296502,4710.2410491228,467046.0
CV,2003,,2186.89500422765,4841.265398715,473383.0
CV,2008,,3238.44159287498,7169.13944155367,501355.0
CV,2009,,3159.58698693977,6994.5740991365,506141.0
CV,2010,,3194.61667734233,7072.12150207342,509784.0
CV,2011,,3309.20121643898,7325.78441834692,511447.0
CV,2012,,3341.7421054836,7397.82220702474,511955.0
CV,2013,,3361.09387702205,7440.66242650114,512225.0
CV,2014,,3383.8422809791,7491.02198228243,512326.0
CV,2015,,3415.06266730931,7560.13649202469,512394.0
CV,2016,,3560.1400729534,7881.30336227784,512554.0
CV,2017,,3719.71306047915,8234.56000312459,512893.0
CV,2018,,3853.67940035241,8531.12961646549,513415.0
CV,2019,,4115.90283469406,9111.62993173269,514104.0
CV,2020,,3255.93628984058,7207.86853962048,514679.0
CV,2021,,3471.6553421786,7685.41921393669,516649.0
CV,2022,,3997.76763250653,8850.1066918812,519741.0
CV,2023,,4168.67748407593,9228.4604533114,522331.0
CV,2024,,4438.38741931171,9825.53410093619,524877.0
CW,2024,,18044.7750692923,28762.0581566389,155967.0
CY,2024,,32757.541015625,52861.8359375,1358282.0
DJ,2013,,2140.13769442336,4469.07409933135,984824.0
DJ,2014,,2253.14082249768,4705.04926772184,1002717.0
DJ,2015,,2376.12554719873,4961.8681860592,1020313.0
DJ,2016,,2502.85181449431,5226.50026106607,1037653.0
DJ,2017,,2596.45134698268,5421.95649149613,1054841.0
DJ,2018,,2677.1650334451,5590.50426604853,1071882.0
DJ,2019,,2781.94350113484,5809.30455041341,1088709.0
DJ,2020,,2773.40661780097,5791.47767679877,1105188.0
DJ,2021,,2854.15987035097,5960.10807396825,1121248.0
DJ,2022,,2959.78673011268,6180.67998594606,1137096.0
DJ,2023,,3117.8155381531,6510.67859061619,1152944.0
DJ,2024,,3290.42482052598,6871.12440453129,1168722.0
DM,2000,,6879.59737273918,14054.6548016043,68511.0
DM,2001,,6897.65674086518,14091.5491387572,68288.0
DM,2002,,6676.97271467957,13640.70330575,68367.0
DM,2003,,7047.66189595946,14398.0017636834,68531.0
DM,2008,,8682.57378179773,17738.0405685048,68854.0
DM,2009,,8582.71481435718,17534.0339616963,68864.0
DM,2010,,8574.27308682238,17516.7879573152,68859.0
DM,2011,,8553.8384670104,17475.0411061698,69053.0
DM,2012,,8532.34388117289,17431.1288003063,69118.0
DM,2013,,8459.6586988024,17282.6368040368,69715.0
DM,2014,,8576.26367623609,17520.8546265613,70373.0
DM,2015,,8282.59874702141,16920.9126555668,70410.0
DM,2016,,8499.52291903149,17364.0773046793,69606.0
DM,2017,,7985.6341102129,16314.2295558891,68496.0
DM,2018,,8261.16492553236,16877.1244880642,68174.0
DM,2019,,8624.51695993537,17619.4335416769,67880.0
DM,2020,,7302.94454951254,14919.5307686719,67573.0
DM,2021,,7738.31730070386,15808.9743503945,67202.0
DM,2022,,8590.92209069816,17550.8009946466,66826.0
DM,2023,,8946.98822588042,18278.2253401989,66510.0
DM,2024,,9172.71049624795,18739.3640404986,66205.0
DO,2024,,9168.45418897141,24229.8894872915,11427557.0
DZ,2024,,4765.72900168387,15501.9197003966,46814308.0
EC,2024,,5993.74697758454,13922.4222780744,18135478.0
EG,2024,,4137.6092923313,16798.151577838,116538258.0
ER,2000,315.395535029609,845.132430060544,,2247031.0
ER,2001,322.668541220259,893.268735439193,,2312079.0
ER,2002,299.832707809687,889.009113592982,,2392978.0
ER,2003,330.949471726041,830.379672282601,,2493903.0
ER,2004,268.667667611852,808.591420184592,,2598284.0
ER,2005,264.190146723474,809.794793468889,,2661215.0
ER,2006,245.383387133755,789.402432018085,,2703502.0
ER,2007,244.433724354807,789.072701743247,,2743222.0
ER,2008,239.25916399818,693.398874212494,,2816327.0
ER,2009,244.677921933455,702.430936480778,,2887885.0
ER,2010,248.894956494924,703.877374381654,,2945186.0
ER,2011,258.760972689353,751.374899794668,,2998485.0
ET,2024,,883.458588614999,2892.22220162795,132059767.0
FJ,2000,,3960.88903458193,9070.99318456826,840909.0
FJ,2001,,3998.79730008036,9157.80844623624,849596.0
FJ,2002,,4086.1043298133,9357.75382838604,858049.0
FJ,2003,,4087.72446536081,9361.4641667422,866286.0
FJ,2008,,4240.77264898616,9711.96604105756,903399.0
FJ,2009,,4164.29314815569,9536.81722352305,907239.0
FJ,2010,,4272.35916210382,9784.30360030575,910419.0
FJ,2011,,4375.58083514077,10020.6957548052,912989.0
FJ,2012,,4427.97841523552,10140.693585539,914918.0
FJ,2013,,4630.3512738488,10604.1559055372,916352.0
FJ,2014,,4883.24299340799,11183.3135250834,917585.0
FJ,2015,,5097.53106864695,11674.0633676202,918578.0
FJ,2016,,5218.85824573477,11951.9196738327,919166.0
FJ,2017,,5500.67840280072,12597.327485488,918759.0
FJ,2018,,5720.21445752907,13100.095939444,917180.0
FJ,2019,,5701.10434532357,13056.3310937089,914899.0
FJ,2020,,4721.12281287253,10812.0355014178,914963.0
FJ,2021,,4507.33353013335,10322.4279638854,916711.0
FJ,2022,,5291.51692439451,12118.3182710082,919422.0
FJ,2023,,5761.56947891018,13194.8047570404,924145.0
FJ,2024,,5935.20895738332,13592.4635937435,928784.0
FM,2000,,2735.1956569283,3563.89180484484,112044.0
FM,2001,,2777.02466489199,3618.3939602241,112365.0
FM,2002,,2787.27413276067,3631.74876153373,112448.0
FM,2003,,2840.52449068865,3701.13265140057,112285.0
FM,2004,,2758.74590390098,3594.57718999286,111925.0
FM,2005,,2847.48229525537,3710.19849742597,111412.0
FM,2006,,2853.20713732847,3717.65782403635,110729.0
FM,2007,,2827.53072106163,3684.20209326281,109880.0
FM,2008,,2779.82971113098,3622.04886559734,108936.0
FM,2009,,2841.46745946079,3702.36131622048,107957.0
FM,2010,,2901.24604798215,3780.25132792653,107540.0
FM,2011,,3006.53976237006,3917.44641481482,107698.0
FM,2012,,2952.58709656817,3847.14743528337,107890.0
FM,2013,,2837.15746729135,3696.74550378941,108121.0
FM,2014,,2757.39654878889,3592.81901389543,108396.0
FM,2015,,2869.86276169101,3739.35968767448,108716.0
FM,2016,,2896.47282245468,3774.03193396948,109075.0
FM,2017,,2945.60147384462,3838.04534289261,109481.0
FM,2018,,2946.05827846428,3838.64054793262,109909.0
FM,2019,,3043.07718989012,3965.05377269396,110282.0
FM,2020,,2963.44360529022,3861.29319570301,110916.0
FM,2021,,3035.92251779232,3955.73141317971,111624.0
FM,2022,,2928.52464245951,3815.79465699672,112114.0
FM,2023,,2948.07720975276,3841.27116510816,112630.0
FM,2024,,3001.79669747008,3911.26631940407,113160.0
FO,2008,,44623.0315871975,54263.326408917,48547.0
FO,2009,,42379.0851176044,51534.6010087672,48790.0
FO,2010,,42334.391628988,51480.252003895,48656.0
FO,2011,,43947.1570625821,53441.4369353384,48542.0
FO,2012,,47304.8451728204,57524.5150997874,48290.0
FO,2013,,50121.7919684574,60950.0309827571,48245.0
FO,2014,,52645.8769957728,64019.4156670638,48427.0
FO,2015,,52638.2668218454,64010.1614022331,48898.0
FO,2016,,52758.462646154,64156.3241575516,49463.0
FO,2017,,53832.1022752798,65461.9113301074,50179.0
FO,2018,,54432.5257658066,66192.0494379671,50997.0
FO,2019,,56031.6628701293,68136.6617957112,51790.0
FO,2020,,54305.7918823334,66037.9361506945,52561.0
FO,2021,,56275.5306614124,68433.2144298182,53291.0
FO,2022,,57784.7223702914,70268.4497197492,53903.0
FO,2023,,59067.5637446297,71828.4342781841,54398.0
FO,2024,,59302.1098546142,72113.6513885269,54640.0
GA,2024,,6618.9868586134,18923.6616609778,2538952.0
GD,2000,,6677.1265230922,11625.050939182,107451.0
GD,2001,,6509.51660313374,11333.2377092409,107987.0
GD,2002,,6707.36873532777,11677.7034172407,108404.0
GD,2003,,7309.78547094579,12726.5266219464,108884.0
GD,2008,,8307.49221491819,14463.560012123,110896.0
GD,2009,,7733.12990600058,13463.580293958,111254.0
GD,2010,,7670.71165827663,13354.9085012616,111586.0
GD,2011,,7695.37616017287,13397.8500405513,112079.0
GD,2012,,7559.5628483956,13161.3955324377,112775.0
GD,2013,,7688.75297701343,13386.3189064112,113487.0
GD,2014,,8206.62862112333,14287.9538720088,114132.0
GD,2015,,8694.12438005692,15136.6966673773,114676.0
GD,2016,,8983.68397337899,15640.8274503805,115130.0
GD,2017,,9357.40728883583,16291.4894625979,115438.0
GD,2018,,9744.16919577204,16964.852001696,115691.0
GD,2019,,9785.56040240592,17036.9151689715,115981.0
GD,2020,,8413.28335500372,14647.7451384876,116341.0
GD,2021,,8782.32193426078,15290.250903138,116688.0
GD,2022,,9406.19337643226,16376.4273099594,116913.0
GD,2023,,9817.86383583917,17093.1562867447,117081.0
GD,2024,,10042.6503142063,17484.5153919556,117207.0
GE,2024,,6606.35772271858,24146.6234108645,3812518.0
GH,2024,,2173.00329800201,7072.79879594445,34427414.0
GL,2000,,31623.0591501943,44991.6751496134,56185.0
GL,2001,,31914.1710964481,45405.8543742044,56379.0
GL,2002,,31483.6074780094,44793.2704252565,56595.0
GL,2003,,32787.9680355213,46649.0480779756,56751.0
GL,2004,,34961.9356097257,49742.0582266726,56898.0
GL,2005,,36681.8055890619,52189.001485462,56935.0
GL,2006,,38828.8524943222,55243.7102798786,56775.0
GL,2007,,39896.875364094,56763.2387284359,56555.0
GL,2008,,42527.6668469766,60506.1946272328,56328.0
GL,2009,,42899.7441985862,61035.5672997071,56323.0
GL,2010,,43481.5161087805,61863.2826915137,56534.0
GL,2011,,42994.8790874739,61170.9203658321,56890.0
GL,2012,,43655.7004664255,62111.1033086807,56810.0
GL,2013,,43338.3839246907,61659.6415225985,56483.0
GL,2014,,45545.1429414917,64799.3056628017,56295.0
GL,2015,,44536.3549705377,63364.0536061164,56114.0
GL,2016,,46561.7831434013,66245.7294730698,56186.0
GL,2017,,46597.9452470348,66297.1790691281,56172.0
GL,2018,,47012.9860350276,66887.6779268926,56023.0
GL,2019,,48170.7896955512,68534.9419039133,56225.0
GL,2020,,48169.9406957389,68533.7339902964,56367.0
GL,2021,,48709.9339758895,69302.0088788237,56653.0
GL,2022,,49679.3365414895,70681.2253902158,56661.0
GL,2023,,49929.7755428605,71037.5372239623,56865.0
GM,2000,,659.911237641141,2658.61770579464,1455084.0
GM,2001,,679.539755947951,2737.69610805906,1495011.0
