country_code,year,EG.USE.PCAP.KG.OE,NY.GDP.PCAP.KD,NY.GDP.PCAP.PP.KD,SP.POP.TOTL
AG,2018,,18042.1596435727,28878.6067675471,90926.0
AG,2019,,18525.2588907167,29651.8641526705,91364.0
AG,2020,,14950.8942397208,23930.6714995115,91846.0
AG,2021,,16084.7214406048,25745.4958067746,92349.0
AG,2022,,17359.2674811108,27785.5572316838,92840.0
AG,2023,,17938.3186828047,28712.3970492192,93316.0
AG,2024,,18304.5836762037,29298.6474164727,93772.0
AL,2024,,6549.23387415397,21640.9835773271,2377128.0
AM,2024,,5378.31799981682,20078.7848984844,3033500.0
AO,2024,,2798.59392792708,8752.7974709833,37885849.0
AW,2000,,28104.8954362859,37618.9926155094,90588.0
AW,2001,,29007.7386958774,38827.4672740448,91439.0
AW,2002,,28535.4639480222,38195.3176084346,92074.0
AW,2003,,28525.8077063839,38182.3925262649,93128.0
AW,2004,,29959.7748189582,40101.7876131851,95138.0
AW,2005,,29081.7066997897,38926.4750002706,97635.0
AW,2006,,28885.9118700469,38664.3995098654,99405.0
AW,2007,,29556.8384686554,39562.4488484876,100150.0
AW,2008,,29870.6648077005,39982.5119922148,100917.0
AW,2009,,26204.0597361984,35074.6841221014,101604.0
AW,2010,,25429.2180974853,34037.5423205595,101838.0
AW,2011,,26093.0542083227,34926.1008924322,102591.0
AW,2012,,25444.7336646687,34058.3102329903,104110.0
AW,2013,,26680.1411206342,35711.9290506967,105675.0
AW,2014,,26773.8229102391,35837.3240929711,106807.0
AW,2015,,27458.2201537506,36753.4041726178,107906.0
AW,2016,,27587.2498040483,36926.1130685729,108727.0
AW,2017,,28548.8904317739,38213.2892388309,108735.0
AW,2018,,29419.208623316,39378.2284109047,108908.0
AW,2019,,29700.3634670565,39754.5600722149,109203.0
AW,2020,,22718.2294445007,30408.8270901983,108587.0
AW,2021,,26303.0397202375,35207.1709088639,107700.0
AW,2022,,29198.9903584827,39083.4616398507,107310.0
AW,2023,,31963.0764505349,42783.2489072067,107359.0
AW,2024,,33938.9541769192,45428.0027283518,107995.0
AZ,2024,,5876.03295533913,22090.5298026929,10202830.0
BA,2024,,6746.95366547249,20578.4995446816,3164253.0
BB,2000,,22170.0846712974,21315.7684300571,262063.0
BB,2001,,21615.8003391727,20782.8432453701,262425.0
BB,2002,,21643.8964907973,20809.8567218941,264148.0
BB,2003,,21979.2923230027,21132.3281963019,265776.0
BB,2008,,24605.4523230752,23657.2900650446,272714.0
BB,2009,,23250.8017659349,22354.8404800399,274123.0
BB,2010,,21285.0039393558,20464.7939658776,275243.0
BB,2011,,21200.1949825923,20383.2530917687,276139.0
BB,2012,,20534.8825878653,19743.57827095,276938.0
BB,2013,,20521.1209928514,19730.3469740518,277665.0
BB,2014,,20636.0327188055,19840.8306179644,278348.0
BB,2015,,20429.4747123553,19642.2322500219,278990.0
BB,2016,,20673.7682337375,19877.1120083968,279598.0
BB,2017,,20766.5518491129,19966.3202405154,280171.0
BB,2018,,20674.3547847984,19877.6759569235,280711.0
BB,2019,,20687.6467427909,19890.455714094,281207.0
BB,2020,,17056.9868669781,16399.7020111405,281698.0
BB,2021,,18395.6153622073,17686.7469386289,282147.0
BB,2022,,21315.9363255517,20494.5343836936,282318.0
BB,2023,,21701.2660270701,20865.0155437147,282336.0
BB,2024,,22421.5333611295,21557.5276350385,282467.0
BD,2024,,1941.27874360025,8486.78495660517,173562364.0
BF,2024,,764.082625588818,2548.50247702504,23548781.0
BG,2024,,10127.4152566236,34221.3866940362,6441421.0
BH,2024,,25886.2393152311,59060.1818363183,1588670.0
BI,2000,,264.154407180223,1030.32234706616,6470194.0
BI,2001,,262.913885774384,1025.48374929263,6634365.0
BI,2002,,266.968141648342,1041.29719140875,6824132.0
BI,2003,,255.500823385612,996.569433908385,7043154.0
BI,2004,,258.050009115333,1006.51241783279,7310656.0
BI,2005,,250.878933475935,978.5419608465,7587299.0
BI,2006,,255.105582251925,995.027813698961,7865547.0
BI,2007,,254.311725516331,991.931411319069,8161874.0
BI,2008,,256.012461554496,998.565055501985,8505637.0
BI,2009,,252.582019875886,985.184772509514,8947646.0
BI,2010,,253.308577749924,988.018678716302,9376444.0
BI,2011,,254.242110648215,991.659881666872,9717978.0
BI,2012,,256.180393931874,999.220068163159,10071028.0
BI,2013,,259.311117203355,1011.43131303134,10439341.0
BI,2014,,261.296721752002,1019.17607398667,10799785.0
BI,2015,,254.402585226788,992.28580552029,11047580.0
BI,2016,,258.061970804063,1006.55907385999,11239451.0
BI,2017,,261.725839287239,1020.8498275719,11506762.0
BI,2018,,267.508692172687,1043.40558434036,11859446.0
BI,2019,,270.411005710809,1054.72592734898,12255336.0
BI,2020,,263.463876362597,1027.62896276744,12617036.0
BI,2021,,264.682651658422,1032.38274081999,12965481.0
BI,2022,,263.587550049119,1028.11134640179,13321097.0
BI,2023,,264.84330794512,1033.00937341776,13689450.0
BI,2024,,268.700857389911,1048.05557098193,14047786.0
BJ,2024,,1324.78312597434,3901.32588494392,14462724.0
BM,2000,,109502.763102809,98024.0788793146,61550.0
BM,2001,,116809.925253071,104565.263948121,61867.0
BM,2002,,114574.433608566,102564.108880562,62142.0
BM,2003,,118018.831592635,105647.446050466,62386.0
BM,2004,,120432.12052555,107807.760712997,62555.0
BM,2005,,122143.799577518,109340.012116084,62711.0
