fiscal_year,agency,award_obligations_usd,treasury_net_outlays_usd,obligation_minus_outlay_usd,obligation_to_outlay_ratio
2024,Department of Energy,46043810154.91,49315438988.11,-3271628833.199997,0.9336591359556022
