transaction_id,award_id,recipient_name,recipient_uei,action_date,transaction_amount_usd,award_type,awarding_agency,awarding_sub_agency,funding_agency,funding_sub_agency,naics_code,naics_description,psc_code,psc_description,transaction_description,primary_place_of_performance
292027477,89233124FNA400650,SEATECH GLOBAL SECURITY SOLUTIONS,UH3MS7J8HN85,2024-09-25,2151634.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"TASKS INCLUDE DESIGN, INTEGRATION, CONSTRUCTION, COMMUNICATIONS, LOGISTICS, TRAINING, AND EQUIPMENT PROCUREMENT TO SUPPORT THE DEPLOYMENT OF COUNTER NUCLEAR SMUGGLING SYSTEMS. EXAMPLES OF COUNTER NUCLEAR SMUGGLING SYSTEM COMPONENTS INCLUDE BUT ARE NO","{'city_name': None, 'congressional_code': None, 'country_name': 'POLAND', 'county_code': None, 'county_name': None, 'location_country_code': 'POL', 'state_code': None, 'state_name': None, 'zip4': None, 'zip5': None}"
292028016,89243120CSC000068,PI2E JV LLP,VMC2KXJLXV81,2024-09-25,-50103.54,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561210,FACILITIES SUPPORT SERVICES,Z1AZ,MAINTENANCE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,FACILITY OPERATIONS AND MAINTENANCE DEOBLIGATION OF EXCESS FUNDS AS PART OF CLOSEOUT PROCESS.,"{'city_name': 'OAK RIDGE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ANDERSON', 'location_country_code': 'USA', 'state_code': 'TN', 'state_name': 'Tennessee', 'zip4': '6901', 'zip5': '37831'}"
292028017,89243120CSC000073,"TOTALLY JOINED FOR ACHIEVING COLLABORATIVE TECHNIQUES (TJFACT), LLC",VU7VVBY1S6Y8,2024-09-25,200000.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",R429,SUPPORT- PROFESSIONAL: EMERGENCY RESPONSE/DISASTER PLANNING/PREPAREDNESS SUPPORT,EMERGENCY MANAGEMENT SUPPORT SERVICES,"{'city_name': 'OAK RIDGE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ANDERSON', 'location_country_code': 'USA', 'state_code': 'TN', 'state_name': 'Tennessee', 'zip4': '8038', 'zip5': '37830'}"
292028251,89243122FSC400370,DELOITTE CONSULTING LLP,CKV2L9GZKJK3,2024-09-25,197794.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541512,COMPUTER SYSTEMS DESIGN SERVICES,7E20,"IT AND TELECOM - END USER: HELP DESK;TIER 1-2,WORKSPACE,PRINT,OUTPUT,PRODUCTIVITY TOOLS (HW/PERP SW)",BUDGET EXECUTION FORMULATION ANALYSIS SUPPORT TOOL (BEFAST),"{'city_name': 'GERMANTOWN', 'congressional_code': '06', 'country_name': 'UNITED STATES', 'county_code': '031', 'county_name': 'MONTGOMERY', 'location_country_code': 'USA', 'state_code': 'MD', 'state_name': 'Maryland', 'zip4': '0501', 'zip5': '20874'}"
292028281,89243122FSC400412,"EDGEWATER FEDERAL SOLUTIONS, INC.",DA71PM1JFL51,2024-09-25,3024903.75,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R499,SUPPORT- PROFESSIONAL: OTHER,OFFICE OF SCIENTIFIC AND TECHNICAL INFORMATION MISSION SUPPORT SERVICES,"{'city_name': 'OAK RIDGE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ANDERSON', 'location_country_code': 'USA', 'state_code': 'TN', 'state_name': 'Tennessee', 'zip4': '6757', 'zip5': '37830'}"
292028491,89243124CSC000166,"LBYD FEDERAL, LLC",VVPHP99JQHF9,2024-09-25,1659077.42,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561110,OFFICE ADMINISTRATIVE SERVICES,R699,SUPPORT- ADMINISTRATIVE: OTHER,ADMINISTRATIVE AND SUPPORT SERVICES FOR THE OFFICE OF SCIENCE ORGANIZATIONS WITHIN THE DEPARTMENT OF ENERGY,"{'city_name': 'OAK RIDGE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ANDERSON', 'location_country_code': 'USA', 'state_code': 'TN', 'state_name': 'Tennessee', 'zip4': '8823', 'zip5': '37830'}"
292028580,89243124FSC400720,"REDHAWK IT SOLUTIONS, LLC",QGAAEMCMJXQ7,2024-09-25,44363.5,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541519,OTHER COMPUTER RELATED SERVICES,DB10,IT AND TELECOM - COMPUTE AS A SERVICE: MAINFRAME/SERVERS,VMWARE HORIZON 8 ENTERPRISE RENEWAL (OAK RIDGE),"{'city_name': 'OAK RIDGE', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'ANDERSON', 'location_country_code': 'USA', 'state_code': 'TN', 'state_name': 'Tennessee', 'zip4': '6509', 'zip5': '37830'}"
292028604,89243124PSC000324,SOCIETY FOR THE ADVANCEMENT OF CHICANOS AND NATIVE AMERICANS IN SCIENCE,D9HFSCYSX833,2024-09-25,40000.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561920,CONVENTION AND TRADE SHOW ORGANIZERS,R499,SUPPORT- PROFESSIONAL: OTHER,"SOCIETY FOR ADVANCEMENT OF CHICANOS AND NATIVE AMERICANS IN SCIENCE (SACNAS) NATIONAL DIVERSITY IN SCIENCE, TECHNOLOGY, ENGINEERING, AND MATHEMATICS CONFERENCE","{'city_name': 'PHOENIX', 'congressional_code': '03', 'country_name': 'UNITED STATES', 'county_code': '013', 'county_name': 'MARICOPA', 'location_country_code': 'USA', 'state_code': 'AZ', 'state_name': 'Arizona', 'zip4': '2025', 'zip5': '85001'}"
292028809,89243221FNE400061,ALLEGHENY SCIENCE & TECHNOLOGY CORPORATION,GLPKRZJL8GM3,2024-09-25,225000.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"THE PURPOSE OF THIS MODIFICATION IS TO: 1. ADD INCREMENTAL FUNDING OF $225,000.00 TO CLIN 00010, INCREASING THE OBLIGATED AMOUNT FROM $11,791.37 TO $236,791.37. ALL OTHER TERMS AND CONDITIONS REMAIN UNCHANGED.","{'city_name': 'IDAHO FALLS', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '019', 'county_name': 'BONNEVILLE', 'location_country_code': 'USA', 'state_code': 'ID', 'state_name': 'Idaho', 'zip4': '1510', 'zip5': '83402'}"
292028930,89243224FNE400153,"THUNDERCAT TECHNOLOGY, LLC",UER4AJLUB8D5,2024-09-25,62275.8,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541519,OTHER COMPUTER RELATED SERVICES,7B22,IT AND TELECOM - COMPUTE: SERVERS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),PALO ALTO FIREWALL LICENSE RENEWAL.,"{'city_name': 'IDAHO FALLS', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '019', 'county_name': 'BONNEVILLE', 'location_country_code': 'USA', 'state_code': 'ID', 'state_name': 'Idaho', 'zip4': '0001', 'zip5': '83415'}"
292028975,89243318CFE000003,"LEIDOS, INC.",MYKLJHTX3MM7,2024-09-25,3916131.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH SUPPORT SERVICES (RSS), MODIFICATION P00182, INCREMENTAL FUNDING, UPDATE B.2 AND B.5","{'city_name': 'MORGANTOWN', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '061', 'county_name': 'MONONGALIA', 'location_country_code': 'USA', 'state_code': 'WV', 'state_name': 'West Virginia', 'zip4': '0880', 'zip5': '26507'}"
292029876,89243323CFE000075,"KEYLOGIC, LLC",YSL4NDJMULJ1,2024-09-25,1197434.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,STRATEGIC ANALYSIS SUPPORT SERVICES: FUNDING MODIFICATION AND INCREASING TOTAL AMOUNT OF CONTRACT (MODIFICATION P00053) (BIL/IIJA FUNDING),"{'city_name': 'MORGANTOWN', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '061', 'county_name': 'MONONGALIA', 'location_country_code': 'USA', 'state_code': 'WV', 'state_name': 'West Virginia', 'zip4': '2738', 'zip5': '26505'}"
292030136,89243324FFE400628,"THUNDERCAT TECHNOLOGY, LLC",UER4AJLUB8D5,2024-09-25,1040402.02,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541519,OTHER COMPUTER RELATED SERVICES,7G21,IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),IRA/GPP FUNDING ESNET UPGRADE PROJECT SCIENCE/HPC DEPLOYMENT - JUNIPER,"{'city_name': 'MORGANTOWN', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '061', 'county_name': 'MONONGALIA', 'location_country_code': 'USA', 'state_code': 'WV', 'state_name': 'West Virginia', 'zip4': '2353', 'zip5': '26505'}"
292030141,89243324FFE400633,"CHENEGA WORLDWIDE SUPPORT, LLC",NNY7A7KGA6K5,2024-09-25,49149.71,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,Z2JZ,REPAIR OR ALTERATION OF MISCELLANEOUS BUILDINGS,TASK ORDER 7 - SITE ACCESS WORK FOR 89243321DFE000021 IDIQ FOR DESIGN/BUILD CONTRACT OF THE DIRECT AIR CAPTURE CENTER (DACC) PROJECT,"{'city_name': 'PITTSBURGH', 'congressional_code': '12', 'country_name': 'UNITED STATES', 'county_code': '003', 'county_name': 'ALLEGHENY', 'location_country_code': 'USA', 'state_code': 'PA', 'state_name': 'Pennsylvania', 'zip4': '3611', 'zip5': '15236'}"
292030145,89243324FFE400638,"SAMYAK SOLUTIONS, INC.",WYU3YN2K79X5,2024-09-25,594123.39,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,6640,LABORATORY EQUIPMENT AND SUPPLIES,IRA FUNDED PURCHASE OF CHROMATOGRAPHY EQUIPMENT.,"{'city_name': 'CENTREVILLE', 'congressional_code': '10', 'country_name': 'UNITED STATES', 'county_code': '059', 'county_name': 'FAIRFAX', 'location_country_code': 'USA', 'state_code': 'VA', 'state_name': 'Virginia', 'zip4': '2726', 'zip5': '20121'}"
292030245,89243324PFE000814,"KOI COMPUTERS, INC.",SCEDRU11MRM5,2024-09-25,258720.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,334111,ELECTRONIC COMPUTER MANUFACTURING,7G21,IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),IRA FUNDING SUPERMICRO SERVERS ESNET UPGRADE SCIENCE HPC COMPUTE PERIOD OF PERFORMANCE: DELIVERY 52 WEEKS AFTER AWARD,"{'city_name': 'MORGANTOWN', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '061', 'county_name': 'MONONGALIA', 'location_country_code': 'USA', 'state_code': 'WV', 'state_name': 'West Virginia', 'zip4': '2353', 'zip5': '26505'}"
292030246,89243324PFE000815,"KOI COMPUTERS, INC.",SCEDRU11MRM5,2024-09-25,351120.0,PURCHASE ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,334111,ELECTRONIC COMPUTER MANUFACTURING,7G21,IT AND TELECOM - NETWORK: DIGITAL NETWORK PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),IRA FUNDING GIGABYTE SERVERS ESNET UPGRADE SCIENCE HPC COMPUTE  PERIOD OF PERFORMANCE: DELIVERY 52 WEEKS AFTER AWARD,"{'city_name': 'MORGANTOWN', 'congressional_code': '02', 'country_name': 'UNITED STATES', 'county_code': '061', 'county_name': 'MONONGALIA', 'location_country_code': 'USA', 'state_code': 'WV', 'state_name': 'West Virginia', 'zip4': '2353', 'zip5': '26505'}"
292031038,89243424FEE000353,ENERGY TECHNOLOGY ALLIANCE LLC,WDTLX4NKRKC8,2024-09-25,257236.75,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,562910,REMEDIATION SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"SCIENTIFIC, ENGINEERING AND TECHNICAL SUPPORT (SETS) FOR WATER POWER TECHNOLOGIES OFFICE (WPTO) - 6-MONTH EXTENSION TO BASE YEAR.","{'city_name': 'GOLDEN', 'congressional_code': '07', 'country_name': 'UNITED STATES', 'county_code': '059', 'county_name': 'JEFFERSON', 'location_country_code': 'USA', 'state_code': 'CO', 'state_name': 'Colorado', 'zip4': '2298', 'zip5': '80401'}"
292031046,89243424FEE000362,ENERGY TECHNOLOGY ALLIANCE LLC,WDTLX4NKRKC8,2024-09-25,1366919.11,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,562910,REMEDIATION SERVICES,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"SCIENTIFIC, ENGINEERING AND TECHNICAL SUPPORT (SETS) FOR BUILDING TECHNOLOGIES OFFICE, DOE HQ - MOD P00008 - 6-MONTH EXTENSION TO BASE YEAR.","{'city_name': 'GOLDEN', 'congressional_code': '07', 'country_name': 'UNITED STATES', 'county_code': '059', 'county_name': 'JEFFERSON', 'location_country_code': 'USA', 'state_code': 'CO', 'state_name': 'Colorado', 'zip4': '1973', 'zip5': '80401'}"
292031466,89243524FCR400052,RELX INC.,LKAAJG8KK4U1,2024-09-25,27648.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,519290,WEB SEARCH PORTALS AND ALL OTHER INFORMATION SERVICES,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,LEXISNEXIS IS ACCESS TO THE CRITICAL CONTENT AND RESEARCH TOOLS NEEDED TO MAKE CONFIDENT LEGAL DECISIONS.,"{'city_name': 'NEW ORLEANS', 'congressional_code': '01', 'country_name': 'UNITED STATES', 'county_code': '051', 'county_name': 'JEFFERSON', 'location_country_code': 'USA', 'state_code': 'LA', 'state_name': 'Louisiana', 'zip4': '3409', 'zip5': '70123'}"
292034110,89303021FIM400054,"GRANITE TELECOMMUNICATIONS, LLC",XZ4ZUPC1LAK3,2024-09-25,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,517110,WIRED TELECOMMUNICATIONS CARRIERS,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),"THE PURPOSE OF THIS REQUISITION IS TO DE-OBLIGATE FUNDS ON THE EIS VOICE GRANITE ORDER 89303021FIM400054 IN THE AMOUNT OF -$487,000.00 ON CLINS 10002 AND 20002.","{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0102', 'zip5': '20585'}"
292034182,89303021FMA400370,"EMCOR GOVERNMENT SERVICES, INC",DNYGB48XJMK5,2024-09-25,948247.81,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561210,FACILITIES SUPPORT SERVICES,M1AZ,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,PROVIDE INCREMENTAL FUNDING,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0610', 'zip5': '20585'}"
292034230,89303021FMA400427,"EMCOR GOVERNMENT SERVICES, INC",DNYGB48XJMK5,2024-09-25,125000.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,561210,FACILITIES SUPPORT SERVICES,M1AZ,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,INCREMENTAL FUNDING FOR SPRINKLER AND FA INSTALLATIONS FOR SPACE ALTERATIONS AND LIMITED FACILITIES PROJECTS.,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0610', 'zip5': '20585'}"
292034844,89303023CLP000055,PARSONS GOVERNMENT SERVICES INC.,NMBCAG1JBKL7,2024-09-25,0.0,DEFINITIVE CONTRACT,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541330,ENGINEERING SERVICES,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,THE PURPOSE FOR THIS CONTRACT IS TO ACQUIRE INDEPENDENT TECHNICAL AND ENGINEERING ADVISORY SERVICES.,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0102', 'zip5': '20585'}"
292035016,89303023FMA000456,BPI MECHANICAL CONSTRUCTION INC,ZG4PKAJCFET5,2024-09-25,-5067.29,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,333415,AIR-CONDITIONING AND WARM AIR HEATING EQUIPMENT AND COMMERCIAL AND INDUSTRIAL REFRIGERATION EQUIPMENT MANUFACTURING,Z1JZ,MAINTENANCE OF MISCELLANEOUS BUILDINGS,"HVAC/ELECTRICAL BPA CALL FOR DOE HEADQUARTERS GERMANTOWN ON DE-MA0012506.  LABOR, MATERIALS, AND SUPERVISION TO REMOVE AND REPLACE EXISTING DUCTLESS UNIT WITH A NEW 036 MITSUBISHI OUTDOOR UNIT THAT SERVES E-344, A CRITICAL SECURE SPACE.","{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0102', 'zip5': '20585'}"
292035094,89303023FMA400660,FEDERAL EXPRESS CORPORATION,EM7LMJJCF6B7,2024-09-25,0.0,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,492110,COURIERS AND EXPRESS DELIVERY SERVICES,R604,SUPPORT- ADMINISTRATIVE: MAILING/DISTRIBUTION,THIS IS AN ADMINISTRATIVE MODIFICATION TO INCORPORATE THE FY2025 PRICE DOCUMENTS IN ACCORDANCE WITH THE MASTER NEXT GENERATION DELIVERY SERVICES (NGDS) GOVERNMENT-WIDE CONTRACT.,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0102', 'zip5': '20585'}"
292035135,89303023FMA400714,"NORTH ARROW, INC.",JRVYBYF79D83,2024-09-25,104163.31,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541310,ARCHITECTURAL SERVICES,C1AZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER ADMINISTRATIVE FACILITIES/SERVICE BUILDINGS,PROVIDE A/E SERVICES FOR U.S. DEPARTMENT OF ENERGY,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0102', 'zip5': '20585'}"
292035461,89303024FIM000152,ACCENTURE FEDERAL SERVICES LLC,C47BNA8GM833,2024-09-25,79569.82,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,541512,COMPUTER SYSTEMS DESIGN SERVICES,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),THE PURPOSE OF THIS MODIFICATION IS TO ADD INCREMENTAL FUNDING.,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0102', 'zip5': '20585'}"
292035507,89303024FMA000579,"SUPPLYSOURCE DC, LLC",X3L8KGR5R1C7,2024-09-25,144209.13,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,7110,OFFICE FURNITURE,QUOTES H24197 AND H24204 SUBMITTED BY REDISTRICT TO BE PROCESSED FOR PO AWARD UNDER BPA CONTRACT NO. 89303020AMA000020 TO PROCURE OFFICE FURNITURE FOR BOTH THE OFFICE OF IG AND THE OFFICE OF IN.,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0102', 'zip5': '20585'}"
292035508,89303024FMA000580,"SUPPLYSOURCE DC, LLC",X3L8KGR5R1C7,2024-09-25,421163.89,BPA CALL,Department of Energy,Department of Energy,Department of Energy,Department of Energy,337214,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,7110,OFFICE FURNITURE,TO PURCHASE FURNITURE QUOTE H24214 FOR GA-282 ON THE BEHALF OF PRISCILLA A. MORRISEY (NA-MB-23). TO BE PERFORM UNDER CONTRACT # DOE BPA 89303020AMA000020. REQUESTING FOR THIS ORDER TO BE EXPEDITED WITHIN THE EARLIEST TIMEFRAME AS POSSIBLE.,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0102', 'zip5': '20585'}"
292035616,89303024FMA400908,"THE FIELDS GROUP, LLC",ZURYWU7KHK23,2024-09-25,40171.45,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,C1AZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER ADMINISTRATIVE FACILITIES/SERVICE BUILDINGS,"REQUISITION 24MA000788 WAS ISSUED FOR COVER ADDITIONAL APPROVED WORK FOR (NNSA) 1J-077 WATER INTRUSION REMEDIATION-WALKER DUCT REMOVAL FOR THE FIRM FIXED PRICE OF $40,171.45.  THE PERIOD OF PERFORMANCE IS 09/30/2024 TO 02/15/2025.","{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0610', 'zip5': '20585'}"
292035617,89303024FMA400909,"THE FIELDS GROUP, LLC",ZURYWU7KHK23,2024-09-25,175969.53,DELIVERY ORDER,Department of Energy,Department of Energy,Department of Energy,Department of Energy,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,C1AZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER ADMINISTRATIVE FACILITIES/SERVICE BUILDINGS,ALTERATION PROJECT TO BUILD A NEW CONFERENCE ROOM IN GH-063,"{'city_name': 'WASHINGTON', 'congressional_code': '98', 'country_name': 'UNITED STATES', 'county_code': '001', 'county_name': 'DISTRICT OF COLUMBIA', 'location_country_code': 'USA', 'state_code': 'DC', 'state_name': 'District Of Columbia', 'zip4': '0102', 'zip5': '20585'}"
