prime_award_id,prime_award_internal_id,subaward_id,subaward_number,action_date,action_fiscal_year_derived,amount_usd,recipient_name,description
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2301507,144624,2021-12-01,2022,200000.0,LUNA INNOVATIONS INCORPORATED,CI-SCC TESTING
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2304955,139287-0006,2021-12-01,2022,51840.0,"HILL ENGINEERING, LLC",CONTRACT RESIDUAL STRESS MEASUREMENTS
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2305458,139287-0005,2021-12-01,2022,86390.0,"HILL ENGINEERING, LLC",CONTRACT RESIDUAL STRESS MEASUREMENTS
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2300431,144599,2021-12-02,2022,225000.0,ELECTRIC POWER RESEARCH INSTITUTE INC,EPRI ANT MEMBERSHIP FOR 2022 - 2024
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2304050,144598,2021-12-02,2022,150000.0,ELECTRIC POWER RESEARCH INSTITUTE INC,EPRI WRTC MEMBERSHIP
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2304139,136981-0073,2021-12-02,2022,41358.81,GEL LABORATORIES LLC,NAVAL REACTOR FACILITY 2020-2025 WASTE CHARACTERIZATION SAMPLING CONTRACT
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2304143,144267,2021-12-02,2022,199500.0,STACK HIP LLC,MANUFACTURE OF SHELL TRIAL PART BY PM-HIP
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2307827,144828,2021-12-02,2022,66855.6,HANSON JANITORIAL SUPPLY INC,PURCHASE FLOOR CLEANERS FOR THE NSFH FACILITY WITHOUT BATTERIES AND STORED IN ID
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,984734,145001,2021-12-06,2022,30900.0,"JOHN C. BERRY & SONS, INC.",FUEL ORDER FOR BOILERS HEATING SEASON 2021-2022
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2297371,144981,2021-12-07,2022,44925.0,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",VIPER PHONES - BPMI
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2300419,144656,2021-12-07,2022,108233.4,GHA TECHNOLOGIES INC,NEW TEST EQUIPMENT
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2301480,144965,2021-12-07,2022,64552.0,CENTRAL PRODUCTS LLC,CAFETERIA EQUIPMENT
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2308231,144397,2021-12-07,2022,32837.52,WILSEA CORPORATION,RADIAC THERMO RO20AA VARIOUS PARTS
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,980550,144558,2021-12-07,2022,134760.8,STERLING COMPUTERS CORPORATION,FY22 SUPPORT & MAINTENANCE RENEWAL (VMWARE)
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,990926,144547,2021-12-07,2022,39469.8,NITCO LLC,YALE PALLET TRUCKS FOR RML
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,999350,144554,2021-12-07,2022,175197.76,COLOSSAL CONTRACTING LLC,FY22 SUPPORT & MAINTENANCE RENEWAL (RUBRIK)
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,1003922,144513,2021-12-08,2022,69367.56,SOURCELINQ LLC,10-FOOT CONEX BOX PERFORMANCE LOCKERS FOR OUTDOOR FITNESS AREA
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2306232,144226,2021-12-08,2022,238325.0,GENERAL CONTROL SYSTEMS INC,"KS SWTF SCADA, PLC AND UPGRADE PROJECT"
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,984494,139166,2021-12-08,2022,3731820.27,"CHAMPION, INC.",CHAMPION SUBTIER DIRECT PAYMENT UNDER GRANITE CONSTRUCTION PO #7018988 (CS 106A)
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2302445,141756-0027,2021-12-09,2022,31225.0,GEL LABORATORIES LLC,ANALYZE BIOASSAY SAMPLES
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2308070,125052-0008,2021-12-09,2022,226534.0,WASHINGTON MILLS ELECTRO MINERALS CORPORATION,RELEASE 4 - PHASE III A14
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2308791,141113,2021-12-13,2022,8735661.0,WASHINGTON MILLS ELECTRO MINERALS CORPORATION,A8 MATERIAL PROCUREMENT
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,982315,145092,2021-12-13,2022,59800.0,"JOHN C. BERRY & SONS, INC.",FUEL ORDER FOR BOILERS HEATING SEASON 2021-2022
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,985788,145090,2021-12-13,2022,59800.0,"JOHN C. BERRY & SONS, INC.",FUEL ORDER FOR BOILERS HEATING SEASON 2021-2022
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,995050,144852,2021-12-13,2022,124440.0,"VANGURA TOOL, INC.",ADDITIONAL MET LOADOUT EQUIPMENT.
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,995175,144974,2021-12-13,2022,189945.21,COLOSSAL CONTRACTING LLC,VTC HARDWARE PROCUREMENT
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2298166,144104,2021-12-14,2022,266000.0,MCFARLAND TECHNOLOGY INC,ADVANCED PLANT RESPONSE DEMONSTRATOR (APRD) SUBCONTRACTOR
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2300596,144839,2021-12-14,2022,474750.0,ELECTRIC POWER RESEARCH INSTITUTE INC,PURCHASE 3-YR MEMBERSHIP AGREEMENT TO EPRI STEAM GENERATOR MANAGEMENT PROGRAM
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2302310,7019234,2021-12-14,2022,67300.0,"BEARDSLEY DESIGN ASSOCIATES ARCHITECTURE, ENGINEERING, LANDSCAPE ARCHITECTURE, D.P.C.",TOA #19 - KNOLLS SITE ENTRANCE AREA UTILITY REPLACEMENT - CONCEPT
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,1004377,144999,2021-12-15,2022,72356.88,MIDWAY INDUSTRIAL SUPPLY INC.,STARRETT TOOLS FOR T1 MACHINE SHOP
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2298419,7019249,2021-12-15,2022,86952.3,BAKER AND ASSOCIATES,N-BUILDING WING 3 RIGHT (NW3R) ALTERATIONS PROJECT (TASK ORDER AUTHORIZATION #01
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2301805,143932,2021-12-15,2022,58950.0,VIEWPOINT SYSTEMS INC,SERVICE CONTRACT TO COVER THE SAF AND LUCIDEON-BASED NNL PRIMARY AUTOCLAVE TEST
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,1004293,144565,2021-12-16,2022,79735.0,"Q-MATION, LLC",STRATUS MAINTENANCE AGREEMENT
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2301243,144918,2021-12-16,2022,187500.0,PARAGON ENERGY SOLUTIONS LLC,MAGNEBLAST BUS EB MAINTENANCE
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2304432,143888,2021-12-16,2022,1158077.0,FACILITY SUPPORT SERVICES LLC,CMMI LABORATORY REARRANGEMENT
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,985400,145084,2021-12-16,2022,73200.0,MACHINERY WEST INC,RIGGING GEAR SLINGS
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,990398,144755,2021-12-16,2022,80410.0,"AEGEUS INSPECTION SOLUTIONS, INC.",3 YEAR CONTRACT FOR HELIUM LEAK LEVEL III EXAMINER SERVICES JOSEPH VORONOVICH
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,996676,144866,2021-12-16,2022,100800.0,G. C. MICRO CORPORATION,UNITY 3D SOFTWARE RENEWAL AND LICENSE POOL EXPANSION
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,997692,144183,2021-12-16,2022,129650.0,"VANGURA TOOL, INC.",MFX HARDWARE
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,1000496,144577,2021-12-17,2022,32068.78,ELECTRON ENERGY LLC,RUPINSKY - ATCD STATOR ASSEMBLIES
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2301985,7019236,2021-12-17,2022,148500.0,"BEARDSLEY DESIGN ASSOCIATES ARCHITECTURE, ENGINEERING, LANDSCAPE ARCHITECTURE, D.P.C.","TOA 18 WRE FEILD FOLLOW, COMMISSIONING, AND RECORDS DRAWINGS SERVICES"
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2307189,7019250,2021-12-17,2022,83320.2,"SAGE ENGINEERING ASSOCIATES, LLP","(TOA 119) ITEM 3.1, CONSTRUCTION FIELD FOLLOW SERVICES & NACE INSPECTION SERVICE"
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,998377,145031,2021-12-17,2022,189307.49,COLOSSAL CONTRACTING LLC,IT PERIPHERALS FOR BETTIS & KNOLLS INVENTORY
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,1001943,144450,2021-12-20,2022,131251.0,MTS SYSTEMS CORPORATION,PURCHASE OF ONE (1) MTS LANDMARK LOAD FRAME SYSTEM
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2296979,144714,2021-12-20,2022,64600.0,"EXTENDE, INC.",FY22 CIVA ANNUAL MAINTENANCE
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2301131,144865,2021-12-20,2022,78266.0,"RESONON, INC.",RESONON HYPERSPECTRAL CAMERA AND LENSES
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2302296,144947,2021-12-20,2022,132650.0,"COYOTE CREEK CONSULTING, INC.",ATLASSIAN LICENSE UPGRADE AND RENEWALS FY22
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2303816,144789,2021-12-20,2022,33035.51,REMOTE SOLUTIONS LLC,OPEN AND REMOVAL DEVICE FOR NRF SWITCHGEAR
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2307910,144823,2021-12-20,2022,30061.32,DSPACE INC,DSPACE CY2022 SOFTWARE MAINTENANCE SERVICE
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,982667,144536,2021-12-20,2022,126156.46,STERLING COMPUTERS CORPORATION,FY22 SUPPORT & MAINTENANCE RENEWAL (DELL EMC)-
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,994118,144780,2021-12-20,2022,91391.0,"SIEMENS GOVERNMENT TECHNOLOGIES, INC.",C-CURE SSAS 2022
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,996828,144636,2021-12-20,2022,297216.94,SIEMENS INDUSTRY SOFTWARE INC.,STAR-CCM+ CFD SOFTWARE LICENSE RENEWAL FY22
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2302590,144721,2021-12-21,2022,33176.0,AMERICAN PHYSICAL SOCIETY,FY22 APS ONLINE SUBSCRIPTION
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2309998,145143,2021-12-21,2022,124075.0,"MATERIALS DESIGN, INC.",MEDEA MAINTENANCE RENEWAL
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,994377,144948,2021-12-21,2022,54705.0,"THE PHASED ARRAY COMPANY, LLC",ATIP - AOS - IMASONIC 128 ELEMENT 10MHZ AND 5 MHZ FMC PROBES
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,999240,144719,2021-12-21,2022,245913.84,DYNAMIC SYSTEMS INC,FY22 - ORACLE PLM SOFTWARE MAINTENANCE
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2305781,144586,2021-12-22,2022,159834.0,"PREMIER TECHNOLOGY, INC.",TOO FASTENER REMOVAL TOOL AND BOTTOM DOME WORK PLATFORM FABRICATION AND TESTING
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2308316,144743,2021-12-22,2022,247485.02,"PRODUCT EVALUATION SYSTEMS, LLC.","DIMENSIONING, SECTIONING, AND TESTING POWDER METALLURGY HOT ISOSTATIC PRESSED NI"
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,981723,144627,2021-12-22,2022,445182.66,PETERSEN INCORPORATED,TOO CSRF MRC MAINTENENCE STAND
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,986775,145061,2021-12-22,2022,41229.05,D & S ENTERPRISES INC,"800536-CAMERA, INSPECTION, DEKRA VT 25 FL; P/N: 60100250100001; FOR HOT CELL CAM"
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2300986,145081,2021-12-23,2022,89389.0,ZETEC INC,CALIBRATION OF ZETEC EQUIPMENT
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,990539,144911,2021-12-28,2022,100623.4,STERLING COMPUTERS CORPORATION,ELASTIC STACK - FEDERAL/PLATINUM SUBSCRIPTION
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,995470,143488,2021-12-29,2022,1981942.0,"GRM KONTRACTING, LLC",J-BUILDING CRYOGENIC TANKS AND CONCRETE PAD REPLACEMENT
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2302413,144978,2021-12-30,2022,433285.12,"MHF PACKAGING SOLUTIONS, LLC",PROCUREMENT OF 20 FOUR FOOT ISO'S AND 8 EIGHT FOOT ISOS
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2303509,7019242,2021-12-30,2022,52140.0,"BEARDSLEY DESIGN ASSOCIATES ARCHITECTURE, ENGINEERING, LANDSCAPE ARCHITECTURE, D.P.C.",TOA #20 - COST ESTIMATING SERVICES FOR STEAM AND HILLSIDE ROAD
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,990330,144962,2021-12-30,2022,61900.08,CARPENTER TECHNOLOGY CORPORATION,PM-HIP BILLETS NICKEL ALLOYS ? CARPENTER ATHENS
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,993383,144623,2021-12-30,2022,218751.66,"VIDEO DYNAMICS, INC.",VBRICK INFRASTRUCTURE LICENSING / SUPPORT & MAINT / CONSULTING BUNDLE
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,988896,145195,2022-01-04,2022,77070.0,"JOHN C. BERRY & SONS, INC.",FUEL ORDER FOR BOILERS HEATING SEASON 2021-2022
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,997080,144949,2022-01-04,2022,40020.0,INDUSTRIAL SOLUTIONS & INNOVATIONS LLC,EWM TETRIX SEMI-AUTOMATIC GAS TUNGSTEN ARC WELDING SYSTEM
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,999662,144854,2022-01-04,2022,52435.85,COLOSSAL CONTRACTING LLC,CISCO MAINTENANCE
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2301733,138280,2022-01-05,2022,300000.0,ELECTRIC POWER RESEARCH INSTITUTE INC,MODULAR IN-CHAMBER ELECTRON BEAM WELDING
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,991090,145127,2022-01-05,2022,76435.38,STERLING COMPUTERS CORPORATION,PANASONIC TOUGHBOOKS:
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,994977,144643,2022-01-05,2022,74265.0,HELMEL ENGINEERING PRODUCTS INC.,HELMEL MICROSTAR CMM UPGRADE AND HELMEL PHOENX CMM UPGRADE
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,997576,133225-0040,2022-01-05,2022,35000.0,SNK ENTERPRISES INC,PERFORM UNDERGROUND SYSTEMS REPAIRS WORK IN ACCORDANCE WITH TECHNICAL SPECIFICAT
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2307875,144982,2022-01-06,2022,80710.23,TAYLOR & FRANCIS GROUP LLC,2022 TAYLOR AND FRANCIS
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2307921,145112,2022-01-06,2022,388320.0,"MIRION TECHNOLOGIES (CANBERRA), INC.",DETECTORS
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,998729,144674,2022-01-06,2022,38579.0,"DIVERSIFIED METAL PRODUCTS, INC",TOO RESTRAINT HARDWARE STORAGE
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,1001709,145009,2022-01-10,2022,55864.0,FALCON STAINLESS & ALLOYS CORP,SVD ALLOY 600 FORGINGS
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,982181,145252,2022-01-10,2022,50700.0,PARKLAND USA CORPORATION,FUEL ORDER FOR BOILERS HEATING SEASON 2021-2022
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,993832,144824,2022-01-10,2022,46264.0,"DIVERSIFIED METAL PRODUCTS, INC",TOO FILL SYSTEM PUMP STANDS (SFE 178)
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2304906,145133,2022-01-11,2022,183927.21,ENERGYSOLUTIONS FEDERAL SUPPORT LLC,ENERGYSOLUTIONS-PSNSY&IMF - COMPONENT TREATMENT & TRANSPORTATION PHASE 2
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2307166,145130,2022-01-11,2022,267886.4,ENERGYSOLUTIONS FEDERAL SUPPORT LLC,ENERGYSOLUTIONS-PSNSY&IMF - COMPONENT DISPOSAL PHASE 2 JAN 2022
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,1000201,125793-0263,2022-01-12,2022,45909.08,"DAVIES OFFICE REFURBISHING, INC.",PROVIDE MODULAR FURNITURE IN ACCORDANCE WITH BECHTEL MARINE PROPULSION CORPORATI
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2302754,145078,2022-01-12,2022,37329.82,OHIO TRANSMISSION LLC,BETTIS SPARES - COMPRESSED AIR
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2303815,144660,2022-01-12,2022,94655.0,"TESTEX, INC.",NDT INSPECTION CAPABILITY DEMONSTRATION - LFET AND OSET PROBES
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2304703,142833-0009,2022-01-12,2022,188720.0,"WALSH ENGINEERING SERVICES, PC",TOO DRAFTING SERVICES CONTRACT
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2309018,144750,2022-01-12,2022,43500.0,ENGYS LLC,ENGYS HELYX SOFTWARE LICENSE RENEWAL
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,982695,144960,2022-01-12,2022,1471512.72,STERLING COMPUTERS CORPORATION,FY22 VMWARE LICENSE RENEWALS AND ADDITIONAL LICENSES:
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,987614,139166,2022-01-12,2022,1637698.11,"CHAMPION, INC.",CHAMPION SUBTIER DIRECT PAYMENT UNDER GRANITE CONSTRUCTION PO #7018988 (CS 106A)
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,997432,144964,2022-01-12,2022,30000.0,VIBRANT CORPORATION,"ATIP #464, RUS DEVELOPMENT WITH VIBRANT"
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2301820,142732,2022-01-13,2022,867920.0,INFORMATION MANAGEMENT GROUP INCORPORATED,FY22 IT HELP DESK SUBCONTRACT (PERIOD OF PERFORMANCE: 2/1/2022 - 1/31/2023)
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2304151,145226,2022-01-13,2022,166810.0,"HEXAGON MANUFACTURING INTELLIGENCE, LLC",SUPPLIER SHALL PROVIDE THE FOLLOWING ITEMS IN ACCORDANCE WITH THE ATTACHED ADMIN
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,997453,145042,2022-01-13,2022,49696.0,"DOVER ENGINEERED PRODUCTS SEGMENT, INC.",TRANSFER BOTTLE
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2307333,7019253,2022-01-16,2022,107600.0,"SAGE ENGINEERING ASSOCIATES, LLP",KS BUILDING RECOMMISSIONING FY22 (TOA-125)
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2304755,145043,2022-01-17,2022,165597.6,"GRAYBAR ELECTRIC COMPANY, INC",SQUARE-D MASTERPACT BREAKERS
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,988588,145302,2022-01-17,2022,81570.0,"JOHN C. BERRY & SONS, INC.",FUEL ORDER FOR BOILERS HEATING SEASON 2021-2022
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,1001431,145083,2022-01-18,2022,111512.58,COLOSSAL CONTRACTING LLC,A/V HARDWARE
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2301299,144961,2022-01-18,2022,167710.0,"KING MACHINE, INC.",HAAS ST-30Y LATHE
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2307030,144919,2022-01-18,2022,92402.0,CUSTOM ENGINEERING CO.,VQPT TEST PUMP BASEPLATE
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2308842,145248,2022-01-18,2022,177360.0,"DESIGN & SOFTWARE INTERNATIONAL, INC",AUTODESK POWERMILL ULTIMATE AND POWERSHAPE SOFTWARE
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,999897,145020,2022-01-18,2022,142461.38,COLOSSAL CONTRACTING LLC,SCREENS AND MONITORS- FY22 PROCUREMENT
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2302499,144720,2022-01-19,2022,1010602.99,IHS GLOBAL INC,2022 IHS RENEWAL
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2303734,145294,2022-01-19,2022,370858.0,"GARTNER, INC.",GARTNER RESEARCH AND ADVISORY RENEWAL (POP: 02/01/2022 - 01/31/2023)
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,990622,145046,2022-01-19,2022,35449.43,"ROSEDALE PRODUCTS, INC",VQPT AUX FILLTERS
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,994981,144994,2022-01-19,2022,35938.0,"NIKON METROLOGY, LLC",NIKON CT HARDWARE SERVICE CONTRACT:
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,1002230,145186,2022-01-20,2022,36751.0,PHOENIX ANALYSIS & DESIGN TECHNOLOGIES INC,RENEWAL - FLOWNEX LICENSE
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2296302,142980,2022-01-20,2022,98848.0,THE JOHNS HOPKINS UNIVERSITY,ATIP - OPTICAL INSPECTION AND SORTING EVALUATION
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2298004,136240,2022-01-20,2022,90805.0,"BWXT NUCLEAR OPERATIONS GROUP, INC.",EUCLID US/UK SUPPORT CONTRACT
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2301317,145240,2022-01-20,2022,152300.0,INSTITUTE OF ELECTRICAL & ELECTRONICS ENGINEERS INC,2022 IEEE ELECTRONIC LIBRARY
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,983038,145243,2022-01-20,2022,120591.45,THERMO-CALC SOFTWARE INC.,722.5SOFTWARE (THERMO-CALC)
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,986472,145044,2022-01-20,2022,89831.69,"KEYSIGHT TECHNOLOGIES, INC.",AGILENT TECHNOLOGIES 5800 INDUCTIVELY COUPLED PLASMA-OPTICAL EMISSION SPECTROMET
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,986518,145157,2022-01-20,2022,44145.0,"SUNBELT RENTALS, INC",RENTAL OF HEATERS FOR CX TENT ENCLOSURE
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,987567,145033,2022-01-20,2022,92033.9,STERLING COMPUTERS CORPORATION,VDI LICENSE RENEWAL
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,992275,144790,2022-01-20,2022,142750.0,"VANGURA TOOL, INC.",BOLLINGER - MFX PROBES
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,996556,145205,2022-01-20,2022,36750.0,"WESTWIND COMPUTER PRODUCTS, INC.",FY22 PRIMENET SHIPYARD PRINTER BUY
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,997980,144970,2022-01-20,2022,131265.0,GREGORY POOLE EQUIPMENT COMPANY,PURCHASE OF A OFF-ROAD TICO YARD SPOTTER
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2302551,145058,2022-01-21,2022,104819.7,"HEXAGON MANUFACTURING INTELLIGENCE, LLC",HEXAGON GLOBAL S GREEN 5.7.5 CMM
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2305460,144917,2022-01-21,2022,134700.0,"PRODUCT EVALUATION SYSTEMS, LLC.",HEAT TREATMENT AND TESTING OF TWELVE LOW ALLOY STEEL BILLETS
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2305987,145232,2022-01-21,2022,195675.0,"PRODUCT EVALUATION SYSTEMS, LLC.",HEAT TREATMENT AND TESTING OF FIFTEEN LOW ALLOY STEEL BILLETS
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2306830,145183,2022-01-21,2022,41975.0,"PRODUCT EVALUATION SYSTEMS, LLC.",DE SECTIONING AND METALLOGRAPHY OF STUBS FOR LAB TO LAB TEST
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2306854,144762,2022-01-21,2022,169453.0,"WESTMORELAND MECHANICAL TESTING & RESEARCH, INC.","THERMO-PHYSICAL FATIGUE LIFE, AND FRACTURE TOUGHNESS TESTING OF POWDER-METALLURG"
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,991373,138307-0013,2022-01-21,2022,39560.0,VERMONT MOLD & TOOL CORPORATION,WA MASTER AGREEMENT - INCORPORATE REV. 1 TO TECH SPEC
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,992479,145285,2022-01-21,2022,73290.0,"AMETEK PROGRAMMABLE POWER, INC.",AMETEK POWER SUPPLY'S (MIKE F. ROBINSON)
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,1002117,144559,2022-01-24,2022,316092.67,"AGSI, LLC",FY22 ADOBE ENTERPRISE CONTRACT RENEWAL
CONT_AWD_89233018CNR000004_8900_-NONE-_-NONE-,292026551,2302074,145179,2022-01-24,2022,112617.12,HACH COMPANY,"DISSOLVED GAS SENSORS, A DISSOLVED GAS ANALYZER, AND SUPPORTING EQUIPMENT TO SUP"
