endpoint,record_date,classification_desc,amount_field,amount_usd,fiscal_year
mts_table_5,2024-09-30,Exploration,current_fytd_net_outly_amt,7203254608.54,2024
mts_table_5,2024-09-30,Export-Import Bank of the United States,current_fytd_net_outly_amt,-517137466.49,2024
mts_table_5,2024-09-30,Extension Activities,current_fytd_net_outly_amt,637832056.18,2024
mts_table_5,2024-09-30,FHA-General and Special Risk Fund,current_fytd_net_outly_amt,-2206725885.73,2024
mts_table_5,2024-09-30,"FHA-General and Special Risk Fund, Liquidating Account",current_fytd_net_outly_amt,-49533264.03,2024
mts_table_5,2024-09-30,"FHA-General and Special Risk Fund, Program Account",current_fytd_net_outly_amt,545928476.51,2024
mts_table_5,2024-09-30,FHA-Mutual Mortgage Insurance Capital Reserve Account,current_fytd_net_outly_amt,-27414702866.95,2024
mts_table_5,2024-09-30,"FHA-Mutual Mortgage Insurance Fund, Program Account",current_fytd_net_outly_amt,4322218855.8,2024
mts_table_5,2024-09-30,"FHA-Mutual Mortgage and Cooperative Housing Insurance Fund, Liquidating Account",current_fytd_net_outly_amt,-780086.2,2024
mts_table_5,2024-09-30,FSLIC Resolution Fund,current_fytd_net_outly_amt,-52338172.48,2024
mts_table_5,2024-09-30,Facilities and Equipment,current_fytd_net_outly_amt,3086290946.54,2024
mts_table_5,2024-09-30,Family Housing:,,,2024
mts_table_5,2024-09-30,Farm Security and Rural Investment Programs,current_fytd_net_outly_amt,3911289898.13,2024
mts_table_5,2024-09-30,Farm Service Agency:,,,2024
mts_table_5,2024-09-30,Federal Additional Unemployment Compensation Program-Recovery Act,current_fytd_net_outly_amt,-2164130669.17,2024
mts_table_5,2024-09-30,Federal Administrative Expenses,current_fytd_net_outly_amt,503171890.17,2024
mts_table_5,2024-09-30,Federal Aviation Administration:,,,2024
mts_table_5,2024-09-30,Federal Bureau of Investigation,current_fytd_net_outly_amt,11414461695.2,2024
mts_table_5,2024-09-30,Federal Communications Commission:,,,2024
mts_table_5,2024-09-30,Federal Crop Insurance Corporation Fund,current_fytd_net_outly_amt,9768288060.88,2024
mts_table_5,2024-09-30,Federal Deposit Insurance Corporation:,,,2024
mts_table_5,2024-09-30,Federal Direct Student Loans,current_fytd_net_outly_amt,110176072447.0,2024
mts_table_5,2024-09-30,Federal Disability Insurance Trust Fund,current_fytd_net_outly_amt,-4529029338.31,2024
mts_table_5,2024-09-30,Federal Disability Insurance Trust Fund (Off-Budget):,,,2024
mts_table_5,2024-09-30,Federal Disability Insurance Trust Fund:,,,2024
mts_table_5,2024-09-30,Federal Drug Control Programs,current_fytd_net_outly_amt,397804226.43,2024
mts_table_5,2024-09-30,Federal Emergency Management Agency:,,,2024
mts_table_5,2024-09-30,Federal Employer Contributions,current_fytd_net_outly_amt,-4873000000.0,2024
mts_table_5,2024-09-30,Federal Employer Contributions,current_fytd_net_outly_amt,-19917000000.0,2024
mts_table_5,2024-09-30,Federal Employer Contributions,current_fytd_net_outly_amt,-3382000000.0,2024
mts_table_5,2024-09-30,Federal Family Education Loans,current_fytd_net_outly_amt,13270517763.13,2024
mts_table_5,2024-09-30,Federal Financing Bank,current_fytd_net_outly_amt,-154982420.49,2024
mts_table_5,2024-09-30,Federal Highway Administration:,,,2024
mts_table_5,2024-09-30,Federal Hospital Insurance Trust Fund,current_fytd_net_outly_amt,-6074784120.45,2024
mts_table_5,2024-09-30,Federal Hospital Insurance Trust Fund,current_fytd_net_outly_amt,-41189154024.61,2024
mts_table_5,2024-09-30,Federal Hospital Insurance Trust Fund:,,,2024
mts_table_5,2024-09-30,Federal Hospital Insurance Trust Fund:,,,2024
mts_table_5,2024-09-30,Federal Housing Finance Agency,current_fytd_net_outly_amt,361915923.44,2024
mts_table_5,2024-09-30,Federal Motor Carrier Safety Administration,current_fytd_net_outly_amt,891809244.99,2024
mts_table_5,2024-09-30,Federal Old-Age and Survivors Insurance Trust Fund,current_fytd_net_outly_amt,-62890552530.25,2024
mts_table_5,2024-09-30,Federal Old-Age and Survivors Insurance Trust Fund (Off-Budget):,,,2024
mts_table_5,2024-09-30,Federal Old-Age and Survivors Insurance Trust Fund:,,,2024
mts_table_5,2024-09-30,Federal Payments to the Railroad Retirement Accounts,current_fytd_net_outly_amt,962522079.33,2024
mts_table_5,2024-09-30,Federal Prison System,current_fytd_net_outly_amt,9056112809.69,2024
mts_table_5,2024-09-30,Federal Railroad Administration:,,,2024
mts_table_5,2024-09-30,Federal Student Loan Reserve Fund,current_fytd_net_outly_amt,361513289.16,2024
mts_table_5,2024-09-30,Federal Supplementary Medical Insurance Trust Fund,current_fytd_net_outly_amt,-4014998617.77,2024
mts_table_5,2024-09-30,Federal Supplementary Medical Insurance Trust Fund,current_fytd_net_outly_amt,-478322656754.91,2024
mts_table_5,2024-09-30,Federal Supplementary Medical Insurance Trust Fund:,,,2024
mts_table_5,2024-09-30,Federal Transit Administration:,,,2024
mts_table_5,2024-09-30,Federal Unemployment Benefits and Allowances,current_fytd_net_outly_amt,103874022.39,2024
mts_table_5,2024-09-30,Federal Windfall Subsidy,current_fytd_net_outly_amt,6184048.01,2024
mts_table_5,2024-09-30,Federal-Aid Highways,current_fytd_net_outly_amt,53665888798.13,2024
mts_table_5,2024-09-30,Federal-State Unemployment Insurance:,,,2024
mts_table_5,2024-09-30,Financial Agent Services,current_fytd_net_outly_amt,1336978007.19,2024
mts_table_5,2024-09-30,Fish and Wildlife and Parks:,,,2024
mts_table_5,2024-09-30,Flood Control and Coastal Emergencies,current_fytd_net_outly_amt,478167770.79,2024
mts_table_5,2024-09-30,Food Safety and Inspection Service,current_fytd_net_outly_amt,1245589643.25,2024
mts_table_5,2024-09-30,Food and Drug Administration,current_fytd_net_outly_amt,3867163323.54,2024
mts_table_5,2024-09-30,Food and Nutrition Service:,,,2024
mts_table_5,2024-09-30,Foreign Agricultural Service,current_fytd_net_outly_amt,1418660954.08,2024
mts_table_5,2024-09-30,Foreign Military Financing Program,current_fytd_net_outly_amt,11581100363.66,2024
mts_table_5,2024-09-30,Foreign Military Sales Trust Fund,current_fytd_net_outly_amt,48726085542.34,2024
mts_table_5,2024-09-30,Foreign Service Retirement and Disability Fund,current_fytd_net_outly_amt,1188753572.64,2024
mts_table_5,2024-09-30,Foreign Service Retirement and Disability Fund,current_fytd_net_outly_amt,-445453863.2,2024
mts_table_5,2024-09-30,Foreign Service Retirement and Disability Fund,current_fytd_net_outly_amt,-602071309.27,2024
mts_table_5,2024-09-30,Forest Service Permanent Appropriations,current_fytd_net_outly_amt,578073029.83,2024
mts_table_5,2024-09-30,Forest Service:,,,2024
mts_table_5,2024-09-30,Formula Grants,current_fytd_net_outly_amt,199650.0,2024
mts_table_5,2024-09-30,Fossil Energy Research and Development,current_fytd_net_outly_amt,763461555.78,2024
mts_table_5,2024-09-30,General Activities,current_fytd_net_outly_amt,306866082.22,2024
mts_table_5,2024-09-30,General Administration,current_fytd_net_outly_amt,1435771053.9,2024
mts_table_5,2024-09-30,General Fund Contributions,current_fytd_net_outly_amt,-53255231701.0,2024
mts_table_5,2024-09-30,General Legal Activities,current_fytd_net_outly_amt,3592976573.83,2024
mts_table_5,2024-09-30,General Operating Expenses,current_fytd_net_outly_amt,-397988.37,2024
mts_table_5,2024-09-30,General Services Administration:,,,2024
mts_table_5,2024-09-30,General and Special Payments,current_fytd_net_outly_amt,590078906.29,2024
mts_table_5,2024-09-30,Global Health and Child Survival,current_fytd_net_outly_amt,10848212740.67,2024
mts_table_5,2024-09-30,Government Accountability Office,current_fytd_net_outly_amt,866592439.13,2024
mts_table_5,2024-09-30,Government National Mortgage Association:,,,2024
mts_table_5,2024-09-30,"Government Payment for Annuitants, Employees Health and Life Insurance Benefits",current_fytd_net_outly_amt,15073937739.08,2024
mts_table_5,2024-09-30,Government Publishing Office,current_fytd_net_outly_amt,93297479.06,2024
mts_table_5,2024-09-30,Grants to States for Medicaid,current_fytd_net_outly_amt,617517219049.27,2024
mts_table_5,2024-09-30,Grants-In-Aid for Airports,current_fytd_net_outly_amt,4068572092.05,2024
mts_table_5,2024-09-30,Guarantees of Mortgage-Backed Securities,current_fytd_net_outly_amt,-1664667156.26,2024
mts_table_5,2024-09-30,HUD Project-Based Rental Assistance,current_fytd_net_outly_amt,15634259761.27,2024
mts_table_5,2024-09-30,Harbor Maintenance Trust Fund,current_fytd_net_outly_amt,2696586953.66,2024
mts_table_5,2024-09-30,Hazardous Substance Superfund,current_fytd_net_outly_amt,2006448066.47,2024
mts_table_5,2024-09-30,Health Care Fraud and Abuse Control,current_fytd_net_outly_amt,2647493394.62,2024
mts_table_5,2024-09-30,Health Resources and Services Administration,current_fytd_net_outly_amt,14579900804.46,2024
mts_table_5,2024-09-30,Higher Education,current_fytd_net_outly_amt,3191756236.94,2024
mts_table_5,2024-09-30,Highway Trust Fund,current_fytd_net_outly_amt,-6062462578.02,2024
mts_table_5,2024-09-30,Highway Trust Fund:,,,2024
mts_table_5,2024-09-30,Home Investment Partnership Program,current_fytd_net_outly_amt,1464730612.71,2024
mts_table_5,2024-09-30,Home Ownership Preservation Equity Fund,current_fytd_net_outly_amt,1195705.65,2024
mts_table_5,2024-09-30,Homeless Assistance Grants,current_fytd_net_outly_amt,3220106434.56,2024
mts_table_5,2024-09-30,House of Representatives,current_fytd_net_outly_amt,1958416912.89,2024
mts_table_5,2024-09-30,Housing Accounts,current_fytd_net_outly_amt,-3274871.65,2024
mts_table_5,2024-09-30,Housing Certificate Fund,current_fytd_net_outly_amt,57517892.59,2024
mts_table_5,2024-09-30,Housing Opportunities for Persons with AIDS,current_fytd_net_outly_amt,489103575.97,2024
mts_table_5,2024-09-30,Housing Programs:,,,2024
mts_table_5,2024-09-30,Housing and Economic Recovery Programs,current_fytd_net_outly_amt,1258058.97,2024
mts_table_5,2024-09-30,Housing for Persons with Disabilities,current_fytd_net_outly_amt,236534769.59,2024
mts_table_5,2024-09-30,Housing for the Elderly,current_fytd_net_outly_amt,895759419.98,2024
mts_table_5,2024-09-30,"Housing for the Elderly or Handicapped Fund, Liquidating Account",current_fytd_net_outly_amt,-69443000.52,2024
mts_table_5,2024-09-30,Immigration and Customs Enforcement,current_fytd_net_outly_amt,9992094925.07,2024
mts_table_5,2024-09-30,Impact Aid,current_fytd_net_outly_amt,1891089684.75,2024
mts_table_5,2024-09-30,Independent Agencies,,,2024
mts_table_5,2024-09-30,Independent Agencies:,,,2024
mts_table_5,2024-09-30,Indian Affairs:,,,2024
mts_table_5,2024-09-30,Indian Health Service,current_fytd_net_outly_amt,8523651083.4,2024
mts_table_5,2024-09-30,Information Technology Systems,current_fytd_net_outly_amt,6111485412.13,2024
mts_table_5,2024-09-30,Institute of Education Sciences,current_fytd_net_outly_amt,785920412.9,2024
mts_table_5,2024-09-30,Institute of Museum and Library Services,current_fytd_net_outly_amt,281076251.72,2024
mts_table_5,2024-09-30,Insular Affairs,current_fytd_net_outly_amt,1259862771.92,2024
mts_table_5,2024-09-30,Insurance Funds:,,,2024
mts_table_5,2024-09-30,Intelligence Community Management Account,current_fytd_net_outly_amt,515475321.1,2024
mts_table_5,2024-09-30,Interest Paid to Credit Financing Accounts,current_fytd_net_outly_amt,10246777547.49,2024
mts_table_5,2024-09-30,Interest Received by Trust Funds:,,,2024
mts_table_5,2024-09-30,Interest on Treasury Debt Securities (Gross):,,,2024
mts_table_5,2024-09-30,Interest on the Public Debt:,,,2024
mts_table_5,2024-09-30,Internal Revenue Collections for Puerto Rico,current_fytd_net_outly_amt,393907569.58,2024
mts_table_5,2024-09-30,Internal Revenue Service:,,,2024
mts_table_5,2024-09-30,International Assistance Programs:,,,2024
mts_table_5,2024-09-30,International Disaster Assistance,current_fytd_net_outly_amt,6390244571.34,2024
mts_table_5,2024-09-30,International Narcotics Control and Law Enforcement,current_fytd_net_outly_amt,1850529772.37,2024
mts_table_5,2024-09-30,International Organizations and Conferences,current_fytd_net_outly_amt,3365939630.31,2024
mts_table_5,2024-09-30,International Reconstruction and Other Assistance:,,,2024
mts_table_5,2024-09-30,International Security Assistance:,,,2024
mts_table_5,2024-09-30,International Trade Administration,current_fytd_net_outly_amt,624691662.2,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-14128741.73,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-481738612.41,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-1525458526.46,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-7079751.24,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-723020799.84,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-7741980685.91,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-70971674.28,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-2217217306.55,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-904073437.03,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-534968165.38,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-10561906.2,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-8273854.46,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-1038016677.18,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-6274313.28,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-3750346.29,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-896588499.7,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,249731869.38,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,35452.52,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-179813214251.62,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-261483106.1,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-18946835.36,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions,current_fytd_net_outly_amt,-1046792.91,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions:,,,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions:,,,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions:,,,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions:,,,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions:,,,2024
mts_table_5,2024-09-30,Intrabudgetary Transactions:,,,2024
mts_table_5,2024-09-30,Joint DOD-VA Medical Facility Demonstration Fund,current_fytd_net_outly_amt,679971096.95,2024
mts_table_5,2024-09-30,Joint Items,current_fytd_net_outly_amt,22483311.44,2024
mts_table_5,2024-09-30,Judicial Branch:,,,2024
mts_table_5,2024-09-30,Judicial Branch:,,,2024
mts_table_5,2024-09-30,Judicial Survivors Annuity Fund,current_fytd_net_outly_amt,-30618952.97,2024
mts_table_5,2024-09-30,Land and Minerals Management:,,,2024
mts_table_5,2024-09-30,Legal Activities and U.S. Marshals:,,,2024
mts_table_5,2024-09-30,Legal Services Corporation,current_fytd_net_outly_amt,560000000.0,2024
mts_table_5,2024-09-30,Legislative Branch:,,,2024
mts_table_5,2024-09-30,Library of Congress,current_fytd_net_outly_amt,903597542.54,2024
mts_table_5,2024-09-30,Low Income Home Energy Assistance,current_fytd_net_outly_amt,4980482525.12,2024
mts_table_5,2024-09-30,Management and Administration,current_fytd_net_outly_amt,2355084977.16,2024
mts_table_5,2024-09-30,Management of Lands and Resources,current_fytd_net_outly_amt,1406280555.61,2024
mts_table_5,2024-09-30,Maritime Administration,current_fytd_net_outly_amt,1022068526.46,2024
mts_table_5,2024-09-30,Medical Facilities,current_fytd_net_outly_amt,8884923963.57,2024
mts_table_5,2024-09-30,Medical Services,current_fytd_net_outly_amt,101873568718.02,2024
mts_table_5,2024-09-30,Medical Support and Compliance,current_fytd_net_outly_amt,10371792080.8,2024
mts_table_5,2024-09-30,Medicare Prescription Drugs:,,,2024
mts_table_5,2024-09-30,Migration and Refugee Assistance,current_fytd_net_outly_amt,6454966916.43,2024
mts_table_5,2024-09-30,Military Construction:,,,2024
mts_table_5,2024-09-30,Military Personnel:,,,2024
mts_table_5,2024-09-30,Military Retirement Fund,current_fytd_net_outly_amt,72160308851.77,2024
mts_table_5,2024-09-30,Military Retirement Fund,current_fytd_net_outly_amt,-44805542307.03,2024
mts_table_5,2024-09-30,Military Retirement Fund,current_fytd_net_outly_amt,-67903910774.05,2024
mts_table_5,2024-09-30,Military Retirement:,,,2024
mts_table_5,2024-09-30,Military Sales Program:,,,2024
mts_table_5,2024-09-30,Millennium Challenge Corporation,current_fytd_net_outly_amt,731335719.61,2024
mts_table_5,2024-09-30,Mine Safety and Health Administration,current_fytd_net_outly_amt,395131038.01,2024
mts_table_5,2024-09-30,Mineral Leasing and Associated Payments,current_fytd_net_outly_amt,3841534011.27,2024
mts_table_5,2024-09-30,Multilateral Assistance:,,,2024
mts_table_5,2024-09-30,National Aeronautics and Space Administration:,,,2024
mts_table_5,2024-09-30,National Archives and Records Administration,current_fytd_net_outly_amt,499513708.02,2024
mts_table_5,2024-09-30,National Credit Union Administration,current_fytd_net_outly_amt,-878266028.55,2024
mts_table_5,2024-09-30,National Endowment for the Arts,current_fytd_net_outly_amt,220876458.38,2024
mts_table_5,2024-09-30,National Endowment for the Humanities,current_fytd_net_outly_amt,205609033.42,2024
mts_table_5,2024-09-30,National Flood Insurance Fund,current_fytd_net_outly_amt,-116901001.85,2024
mts_table_5,2024-09-30,National Forest System,current_fytd_net_outly_amt,2559697265.83,2024
mts_table_5,2024-09-30,National Highway Traffic Safety Administration,current_fytd_net_outly_amt,1378102294.16,2024
mts_table_5,2024-09-30,National Institute of Food and Agriculture:,,,2024
mts_table_5,2024-09-30,National Institute of Standards and Technology,current_fytd_net_outly_amt,2313077066.44,2024
mts_table_5,2024-09-30,National Institutes of Health,current_fytd_net_outly_amt,48210120998.32,2024
mts_table_5,2024-09-30,National Labor Relations Board,current_fytd_net_outly_amt,301361974.44,2024
mts_table_5,2024-09-30,National Nuclear Security Administration:,,,2024
mts_table_5,2024-09-30,National Oceanic and Atmospheric Administration,current_fytd_net_outly_amt,7649792447.34,2024
mts_table_5,2024-09-30,National Park Service,current_fytd_net_outly_amt,4450115720.99,2024
mts_table_5,2024-09-30,National Protection and Programs Directorate,current_fytd_net_outly_amt,2889062061.7,2024
mts_table_5,2024-09-30,National Railroad Retirement Investment Trust:,,,2024
mts_table_5,2024-09-30,National Science Foundation:,,,2024
mts_table_5,2024-09-30,National Service Life,current_fytd_net_outly_amt,277941911.89,2024
mts_table_5,2024-09-30,National Service Life,current_fytd_net_outly_amt,-9143736.3,2024
mts_table_5,2024-09-30,National Service Life Insurance Fund,current_fytd_net_outly_amt,-19661974.04,2024
mts_table_5,2024-09-30,National Telecommunications and Information Administration,current_fytd_net_outly_amt,662020210.51,2024
mts_table_5,2024-09-30,Native American Housing Block Grant,current_fytd_net_outly_amt,1213341812.06,2024
mts_table_5,2024-09-30,Natural Resources Conservation Service:,,,2024
mts_table_5,2024-09-30,Naval Reactors,current_fytd_net_outly_amt,1869684656.65,2024
mts_table_5,2024-09-30,Neighborhood Stabilization Program,current_fytd_net_outly_amt,1744989.76,2024
mts_table_5,2024-09-30,Nuclear Regulatory Commission,current_fytd_net_outly_amt,159391537.89,2024
mts_table_5,2024-09-30,OASDI Certifications,current_fytd_net_outly_amt,-2368004.81,2024
mts_table_5,2024-09-30,Occupational Safety and Health Administration,current_fytd_net_outly_amt,663716000.48,2024
mts_table_5,2024-09-30,Off-Budget,current_fytd_net_outly_amt,2618535.14,2024
mts_table_5,2024-09-30,Off-Budget,current_fytd_net_outly_amt,-53764551264.24,2024
mts_table_5,2024-09-30,Off-Budget:,,,2024
mts_table_5,2024-09-30,Office of Elementary and Secondary Education:,,,2024
mts_table_5,2024-09-30,Office of English Language Acquisition,current_fytd_net_outly_amt,912035879.45,2024
mts_table_5,2024-09-30,Office of Federal Student Aid:,,,2024
mts_table_5,2024-09-30,Office of Innovation and Improvement,current_fytd_net_outly_amt,1106610234.1,2024
mts_table_5,2024-09-30,Office of Inspector General,current_fytd_net_outly_amt,47500000.0,2024
mts_table_5,2024-09-30,Office of Job Corps,current_fytd_net_outly_amt,1862935113.08,2024
mts_table_5,2024-09-30,Office of Justice Programs:,,,2024
mts_table_5,2024-09-30,Office of Management and Budget,current_fytd_net_outly_amt,142597215.31,2024
mts_table_5,2024-09-30,Office of Personnel Management:,,,2024
mts_table_5,2024-09-30,Office of Personnel Management:,,,2024
mts_table_5,2024-09-30,Office of Personnel Management:,,,2024
mts_table_5,2024-09-30,Office of Postsecondary Education:,,,2024
mts_table_5,2024-09-30,Office of Special Education and Rehabilitative Services:,,,2024
mts_table_5,2024-09-30,Office of Surface Mining Reclamation and Enforcement,current_fytd_net_outly_amt,1925014008.03,2024
mts_table_5,2024-09-30,Office of Vocational and Adult Education,current_fytd_net_outly_amt,2172086272.09,2024
mts_table_5,2024-09-30,Office of Workers' Compensation Programs:,,,2024
mts_table_5,2024-09-30,Office of the Secretary,current_fytd_net_outly_amt,3124650437.74,2024
mts_table_5,2024-09-30,Office of the Special Trustee for American Indians,current_fytd_net_outly_amt,115520005.19,2024
mts_table_5,2024-09-30,Offsetting Governmental Receipts,current_fytd_net_outly_amt,-14110221325.74,2024
mts_table_5,2024-09-30,Offsetting Governmental Receipts,current_fytd_net_outly_amt,-20894012.84,2024
mts_table_5,2024-09-30,Offsetting Governmental Receipts,current_fytd_net_outly_amt,-1521862.89,2024
mts_table_5,2024-09-30,Offsetting Governmental Receipts,current_fytd_net_outly_amt,-189528309.73,2024
mts_table_5,2024-09-30,Offsetting Governmental Receipts,current_fytd_net_outly_amt,-15680600.0,2024
mts_table_5,2024-09-30,Offsetting Governmental Receipts,current_fytd_net_outly_amt,-860283962.04,2024
mts_table_5,2024-09-30,Offsetting Governmental Receipts,current_fytd_net_outly_amt,-33064968.74,2024
mts_table_5,2024-09-30,Offsetting Governmental Receipts:,,,2024
mts_table_5,2024-09-30,Oil Spill Liability Trust Fund,current_fytd_net_outly_amt,-362284159.41,2024
mts_table_5,2024-09-30,On-Budget,current_fytd_net_outly_amt,-3299128023.87,2024
mts_table_5,2024-09-30,Operating Expenses,current_fytd_net_outly_amt,1838485162.28,2024
mts_table_5,2024-09-30,Operation and Maintenance,current_fytd_net_outly_amt,2815105847.04,2024
mts_table_5,2024-09-30,Operation and Maintenance:,,,2024
mts_table_5,2024-09-30,Operations,current_fytd_net_outly_amt,947045787.09,2024
mts_table_5,2024-09-30,Operations Support,current_fytd_net_outly_amt,6227975174.95,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,14882789.55,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,354802715.75,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,1348767417.09,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,-83687229.37,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,-435482035.26,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,333525391.71,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,531982305.63,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,395697332.4,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,2028960237.23,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,542537725.04,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,413729811.98,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,2619972683.15,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,5305560008.79,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,1721973645.73,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,6690183529.03,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,2035010940.85,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,1465587865.71,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,271201969.65,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,81450000.0,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,-86003967.13,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,438396179.16,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,-34958322.95,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,30320745.08,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,501026093.69,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,3535484193.74,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,-1455356072.08,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,3057056472.0,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,792576184.79,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,2750722681.82,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,631860485.52,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,3875214043.12,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,7175921795.28,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,188607899.91,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,12389293959.45,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,3253055095.92,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,-527931471.27,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,2534559.04,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,57357569.62,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,57828408.57,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,649453841.7,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,1586924473.52,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,233241186.62,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,1491858585.01,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,818777528.45,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,-66355440.31,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,20842190.64,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,-2145062822.73,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,1164555700.49,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,702561163.69,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,241572758.22,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,10402741643.68,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,2598112963.37,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,837362740.49,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,463453243.23,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,-1616142.44,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,-43087.3,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,3263037837.81,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,-5542364.01,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,41299778.42,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,-226969078.71,2024
