endpoint,record_date,classification_desc,amount_field,amount_usd,fiscal_year
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,2807497.23,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,-46565865.82,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,422648018.7,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,9103900852.29,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,676525390.86,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,171852729.56,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,56215618545.49,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,317062526.01,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,666849904.36,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,-16154958.46,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,3086955330.02,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,24300962406.47,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,2785631017.84,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,-9400020294.19,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,1635457700.18,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,345598565.65,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,776612715.72,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,346806021.96,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,-8985353.75,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,345970411.75,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,1724296929.67,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,743935043.51,2024
mts_table_5,2024-09-30,Other,current_fytd_net_outly_amt,194586110.54,2024
mts_table_5,2024-09-30,Other Assisted Housing Programs,current_fytd_net_outly_amt,35206860.02,2024
mts_table_5,2024-09-30,Other Defense Activities,current_fytd_net_outly_amt,1017149724.78,2024
mts_table_5,2024-09-30,Other Defense Civil Programs:,,,2024
mts_table_5,2024-09-30,Other Defense Civil Programs:,,,2024
mts_table_5,2024-09-30,Other Defense Civil Programs:,,,2024
mts_table_5,2024-09-30,Other Interest,current_fytd_net_outly_amt,-10515564.24,2024
mts_table_5,2024-09-30,Other Legislative Branch Agencies,current_fytd_net_outly_amt,81222488.88,2024
mts_table_5,2024-09-30,Other Programs,current_fytd_net_outly_amt,7454427185.05,2024
mts_table_5,2024-09-30,Overseas Private Investment Corporation Accounts,current_fytd_net_outly_amt,497274.49,2024
mts_table_5,2024-09-30,Overseas Private Investment Corporation:,,,2024
mts_table_5,2024-09-30,Payment Where American Opportunity Tax Credit Exceeds Liability for Tax,current_fytd_net_outly_amt,2474111206.36,2024
mts_table_5,2024-09-30,Payment Where Child Tax Credit Exceeds Liability for Tax,current_fytd_net_outly_amt,26246884478.8,2024
mts_table_5,2024-09-30,Payment Where Earned Income Credit Exceeds Liability for Tax,current_fytd_net_outly_amt,60011006552.22,2024
mts_table_5,2024-09-30,Payment to Civil Service Retirement and Disability Fund,current_fytd_net_outly_amt,53255231701.0,2024
mts_table_5,2024-09-30,Payment to Department of Defense Medicare-Eligible Retiree Health Care Fund,current_fytd_net_outly_amt,9584000000.0,2024
mts_table_5,2024-09-30,Payment to Foreign Service Retirement and Disability Fund,current_fytd_net_outly_amt,609200000.0,2024
mts_table_5,2024-09-30,Payment to Military Retirement Fund,current_fytd_net_outly_amt,151521000000.0,2024
mts_table_5,2024-09-30,Payment to Railroad Retirement Account,current_fytd_net_outly_amt,5859775000.0,2024
mts_table_5,2024-09-30,Payment to Railroad Retirement Account,current_fytd_net_outly_amt,73686000.0,2024
mts_table_5,2024-09-30,Payment to the Hazardous Substance Superfund,current_fytd_net_outly_amt,282699213.0,2024
mts_table_5,2024-09-30,Payment to the Resolution Funding Corporation,current_fytd_net_outly_amt,919663271.33,2024
mts_table_5,2024-09-30,Payments for Health Insurance for the Aged:,,,2024
mts_table_5,2024-09-30,Payments for Tax and Other Credits:,,,2024
mts_table_5,2024-09-30,Payments from Other Funds to the Railroad Retirement Trust Funds,current_fytd_net_outly_amt,-5933461000.0,2024
mts_table_5,2024-09-30,Payments to Health Care Trust Funds,current_fytd_net_outly_amt,519483384076.72,2024
mts_table_5,2024-09-30,Payments to Social Security Trust Funds,current_fytd_net_outly_amt,53767765290.53,2024
mts_table_5,2024-09-30,Payments to States for Child Support Enforcement and Family Support Programs,current_fytd_net_outly_amt,4874583232.95,2024
mts_table_5,2024-09-30,Payments to States for Foster Care and Adoption Assistance,current_fytd_net_outly_amt,10135425395.53,2024
mts_table_5,2024-09-30,Payments to States for the Child Care and Development Block Grant,current_fytd_net_outly_amt,16298026805.53,2024
mts_table_5,2024-09-30,Payments to the Unemployment Trust Fund,current_fytd_net_outly_amt,-2344986185.91,2024
mts_table_5,2024-09-30,Peace Corps,current_fytd_net_outly_amt,485611837.89,2024
mts_table_5,2024-09-30,Pension Benefit Guaranty Corporation,current_fytd_net_outly_amt,11949689250.03,2024
mts_table_5,2024-09-30,Postal Service Contributions,current_fytd_net_outly_amt,-689478504.2,2024
mts_table_5,2024-09-30,Postal Service Employer Contributions,current_fytd_net_outly_amt,-819000000.0,2024
mts_table_5,2024-09-30,Postal Service Retiree Health Benefits Fund,current_fytd_net_outly_amt,4542567537.6,2024
mts_table_5,2024-09-30,Postal Service:,,,2024
mts_table_5,2024-09-30,Power Marketing Administration,current_fytd_net_outly_amt,1036244430.35,2024
mts_table_5,2024-09-30,Procurement:,,,2024
mts_table_5,2024-09-30,Program Administration,current_fytd_net_outly_amt,130071636.4,2024
mts_table_5,2024-09-30,Proprietary Receipts,current_fytd_net_outly_amt,-1434348.03,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-467732.19,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-814782.6,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-11017611214.87,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-85453188.09,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-5590102433.45,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-2945020763.25,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-57143295141.33,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-5155721870.91,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-765519210.08,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-180195677948.34,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-412054912.21,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-29428321.88,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-399792857.31,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-3426171376.78,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-38316066.47,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-4868252855.32,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,122001412.99,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-808971290.54,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-928971869.65,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-1378635.77,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-118096157.88,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-1347667522.11,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-23043928.74,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-406683850.91,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-25318676.16,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-52078615506.23,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-3166028.39,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public,current_fytd_net_outly_amt,-46721610.87,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public:,,,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public:,,,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public:,,,2024
mts_table_5,2024-09-30,Proprietary Receipts from the Public:,,,2024
mts_table_5,2024-09-30,Public Enterprise Funds,current_fytd_net_outly_amt,3613023939.92,2024
mts_table_5,2024-09-30,Public Enterprise Funds:,,,2024
mts_table_5,2024-09-30,Public Housing Capital Fund,current_fytd_net_outly_amt,623838806.62,2024
mts_table_5,2024-09-30,Public Housing Operating Fund,current_fytd_net_outly_amt,7878405860.34,2024
mts_table_5,2024-09-30,Public Issues (Accrual Basis),current_fytd_net_outly_amt,896007033324.94,2024
mts_table_5,2024-09-30,Public and Indian Housing Programs:,,,2024
mts_table_5,2024-09-30,Rail Industry Pension Fund:,,,2024
mts_table_5,2024-09-30,Railroad Retirement Board,current_fytd_net_outly_amt,-45740709.87,2024
mts_table_5,2024-09-30,Railroad Retirement Board:,,,2024
mts_table_5,2024-09-30,Railroad Social Security Equivalent Benefit Account:,,,2024
mts_table_5,2024-09-30,Railroad Unemployment Insurance Trust Fund:,,,2024
mts_table_5,2024-09-30,Readjustment Benefits,current_fytd_net_outly_amt,13400128592.6,2024
mts_table_5,2024-09-30,Real Property Activities,current_fytd_net_outly_amt,-632939549.92,2024
mts_table_5,2024-09-30,Refugee and Entrant Assistance,current_fytd_net_outly_amt,7101028418.22,2024
mts_table_5,2024-09-30,Refundable Premium Tax Credits and Cost Sharing Reductions,current_fytd_net_outly_amt,110195256028.13,2024
mts_table_5,2024-09-30,"Refunding Internal Revenue Collections, Interest",current_fytd_net_outly_amt,5308375954.03,2024
mts_table_5,2024-09-30,Rehabilitation Services and Disability Research,current_fytd_net_outly_amt,4093530642.79,2024
mts_table_5,2024-09-30,Rental Assistance Program,current_fytd_net_outly_amt,1579704789.05,2024
mts_table_5,2024-09-30,Rents and Royalties on the Outer Continental Shelf Lands,current_fytd_net_outly_amt,-7020420978.65,2024
mts_table_5,2024-09-30,Research and Education Activities,current_fytd_net_outly_amt,1081834067.27,2024
mts_table_5,2024-09-30,Research and Related Activities,current_fytd_net_outly_amt,7345983060.93,2024
mts_table_5,2024-09-30,"Research, Development, Test, and Evaluation:",,,2024
mts_table_5,2024-09-30,"Research, Engineering, and Development",current_fytd_net_outly_amt,234660734.59,2024
mts_table_5,2024-09-30,Retiree Health Care:,,,2024
mts_table_5,2024-09-30,Revitalization of Severely Distressed Public Housing (Hope VI),current_fytd_net_outly_amt,2662026.83,2024
mts_table_5,2024-09-30,Revolving and Management Funds:,,,2024
mts_table_5,2024-09-30,Risk Management Agency:,,,2024
mts_table_5,2024-09-30,Rivers and Harbors Contributed Funds,current_fytd_net_outly_amt,649282713.3,2024
mts_table_5,2024-09-30,Rural Development,current_fytd_net_outly_amt,362099628.73,2024
mts_table_5,2024-09-30,Rural Electrification and Telecommunications Fund,current_fytd_net_outly_amt,338854630.62,2024
mts_table_5,2024-09-30,Rural Housing Insurance Fund,current_fytd_net_outly_amt,644478854.39,2024
mts_table_5,2024-09-30,Rural Housing Service:,,,2024
mts_table_5,2024-09-30,Rural Utilities Service:,,,2024
mts_table_5,2024-09-30,Salaries and Expenses,current_fytd_net_outly_amt,151033500.99,2024
mts_table_5,2024-09-30,Salaries and Expenses,current_fytd_net_outly_amt,1035544111.86,2024
mts_table_5,2024-09-30,Salaries and Expenses,current_fytd_net_outly_amt,1263006317.6,2024
mts_table_5,2024-09-30,Science,current_fytd_net_outly_amt,8083399449.99,2024
mts_table_5,2024-09-30,Science,current_fytd_net_outly_amt,7705721173.21,2024
mts_table_5,2024-09-30,Science and Technology,current_fytd_net_outly_amt,913026214.77,2024
mts_table_5,2024-09-30,Science and Technology,current_fytd_net_outly_amt,808121644.27,2024
mts_table_5,2024-09-30,Securities and Exchange Commission,current_fytd_net_outly_amt,725328357.13,2024
mts_table_5,2024-09-30,Senate,current_fytd_net_outly_amt,1225117895.93,2024
mts_table_5,2024-09-30,Small Business Administration:,,,2024
mts_table_5,2024-09-30,Smithsonian Institution,current_fytd_net_outly_amt,1424829102.43,2024
mts_table_5,2024-09-30,Social Security Administration:,,,2024
mts_table_5,2024-09-30,Social Security Administration:,,,2024
mts_table_5,2024-09-30,Social Security Administration:,,,2024
mts_table_5,2024-09-30,Social Services Block Grant,current_fytd_net_outly_amt,1604323062.21,2024
mts_table_5,2024-09-30,Space Operations,current_fytd_net_outly_amt,4339922873.86,2024
mts_table_5,2024-09-30,Special Benefits,current_fytd_net_outly_amt,1144726675.96,2024
mts_table_5,2024-09-30,Special Benefits for Disabled Coal Miners,current_fytd_net_outly_amt,40705992.23,2024
mts_table_5,2024-09-30,Special Education,current_fytd_net_outly_amt,16273684543.45,2024
mts_table_5,2024-09-30,Special Institutions for Persons with Disabilities,current_fytd_net_outly_amt,294490354.47,2024
mts_table_5,2024-09-30,Special Issues (Cash Basis),current_fytd_net_outly_amt,237029856824.22,2024
mts_table_5,2024-09-30,"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",current_fytd_net_outly_amt,7256773620.08,2024
mts_table_5,2024-09-30,State Administrative Expenses,current_fytd_net_outly_amt,4716838931.87,2024
mts_table_5,2024-09-30,State Grants and Demonstrations,current_fytd_net_outly_amt,646890167.49,2024
mts_table_5,2024-09-30,State Unemployment Benefits,current_fytd_net_outly_amt,36610532598.08,2024
mts_table_5,2024-09-30,State Unemployment Insurance and Employment Service Operations,current_fytd_net_outly_amt,-521922849.69,2024
mts_table_5,2024-09-30,State and Local Law Enforcement Assistance,current_fytd_net_outly_amt,1922721636.0,2024
mts_table_5,2024-09-30,State and Tribal Assistance Grants,current_fytd_net_outly_amt,7315405905.68,2024
mts_table_5,2024-09-30,Student Aid Administration,current_fytd_net_outly_amt,2107202445.71,2024
mts_table_5,2024-09-30,Student Financial Assistance,current_fytd_net_outly_amt,34720659132.0,2024
mts_table_5,2024-09-30,Substance Abuse and Mental Health Services Administration,current_fytd_net_outly_amt,8888240051.91,2024
mts_table_5,2024-09-30,Supplemental Nutrition Assistance Program,current_fytd_net_outly_amt,106754491269.41,2024
mts_table_5,2024-09-30,Supplemental Security Income Program,current_fytd_net_outly_amt,61930581636.68,2024
mts_table_5,2024-09-30,Supply and Technology Activities,current_fytd_net_outly_amt,126205994.7,2024
mts_table_5,2024-09-30,Supreme Court of the United States,current_fytd_net_outly_amt,151957324.82,2024
mts_table_5,2024-09-30,Taxpayer Services,current_fytd_net_outly_amt,4192547856.5,2024
mts_table_5,2024-09-30,Temporary Assistance for Needy Families,current_fytd_net_outly_amt,17640068729.87,2024
mts_table_5,2024-09-30,Tenant Based Rental Assistance,current_fytd_net_outly_amt,33975619395.46,2024
mts_table_5,2024-09-30,Tennessee Valley Authority,current_fytd_net_outly_amt,668597944.88,2024
mts_table_5,2024-09-30,The White House,current_fytd_net_outly_amt,79662091.83,2024
mts_table_5,2024-09-30,Title 17 Innovative Technology Loan Guarantee Program,current_fytd_net_outly_amt,96475462.08,2024
mts_table_5,2024-09-30,Tobacco Trust Fund,current_fytd_net_outly_amt,8907205.29,2024
mts_table_5,2024-09-30,Total Off-Budget,current_fytd_net_outly_amt,-60428731294.87,2024
mts_table_5,2024-09-30,Total Off-Budget,current_fytd_net_outly_amt,1320311462651.75,2024
mts_table_5,2024-09-30,Total On-Budget,current_fytd_net_outly_amt,5431240171160.54,2024
mts_table_5,2024-09-30,Total On-Budget,current_fytd_net_outly_amt,-1772387257779.17,2024
mts_table_5,2024-09-30,Total Outlays,current_fytd_net_outly_amt,6751551633812.29,2024
mts_table_5,2024-09-30,Total Surplus (+) or Deficit (-),current_fytd_net_outly_amt,-1832815989074.04,2024
mts_table_5,2024-09-30,Total--Administration for Children and Families,current_fytd_net_outly_amt,82238128470.5,2024
mts_table_5,2024-09-30,Total--Administration of Foreign Affairs,current_fytd_net_outly_amt,20178750187.46,2024
mts_table_5,2024-09-30,Total--Agency for International Development,current_fytd_net_outly_amt,12193319207.06,2024
mts_table_5,2024-09-30,Total--Airport and Airway Trust Fund,current_fytd_net_outly_amt,19062398566.18,2024
mts_table_5,2024-09-30,Total--Benefits Programs,current_fytd_net_outly_amt,200538302017.53,2024
mts_table_5,2024-09-30,Total--Bureau of the Fiscal Service,current_fytd_net_outly_amt,16136092703.57,2024
mts_table_5,2024-09-30,Total--Centers for Medicare and Medicaid Services,current_fytd_net_outly_amt,2222161377161.61,2024
mts_table_5,2024-09-30,Total--Community Planning and Development,current_fytd_net_outly_amt,15080538570.6,2024
mts_table_5,2024-09-30,Total--Corps of Engineers,current_fytd_net_outly_amt,11344677273.98,2024
mts_table_5,2024-09-30,Total--Department of Agriculture,current_fytd_net_outly_amt,203401814756.04,2024
mts_table_5,2024-09-30,Total--Department of Commerce,current_fytd_net_outly_amt,14831117302.52,2024
mts_table_5,2024-09-30,Total--Department of Defense--Military Programs,current_fytd_net_outly_amt,826277202762.02,2024
mts_table_5,2024-09-30,Total--Department of Education,current_fytd_net_outly_amt,268353372684.9,2024
mts_table_5,2024-09-30,Total--Department of Energy,current_fytd_net_outly_amt,49315438988.11,2024
mts_table_5,2024-09-30,Total--Department of Health and Human Services,current_fytd_net_outly_amt,1720621158800.69,2024
mts_table_5,2024-09-30,Total--Department of Homeland Security,current_fytd_net_outly_amt,89290216220.96,2024
mts_table_5,2024-09-30,Total--Department of Housing and Urban Development,current_fytd_net_outly_amt,51976383408.32,2024
mts_table_5,2024-09-30,Total--Department of Justice,current_fytd_net_outly_amt,43995386584.96,2024
mts_table_5,2024-09-30,Total--Department of Labor,current_fytd_net_outly_amt,65671621656.18,2024
mts_table_5,2024-09-30,Total--Department of State,current_fytd_net_outly_amt,37017135976.76,2024
mts_table_5,2024-09-30,Total--Department of Transportation,current_fytd_net_outly_amt,117389456147.83,2024
mts_table_5,2024-09-30,Total--Department of Veterans Affairs,current_fytd_net_outly_amt,325003956976.46,2024
mts_table_5,2024-09-30,Total--Department of the Interior,current_fytd_net_outly_amt,17088400064.55,2024
mts_table_5,2024-09-30,Total--Department of the Treasury,current_fytd_net_outly_amt,1316852417119.61,2024
mts_table_5,2024-09-30,Total--Departmental Offices,current_fytd_net_outly_amt,8904522605.71,2024
mts_table_5,2024-09-30,"Total--Employer Share, Employee Retirement",current_fytd_net_outly_amt,-139718177360.23,2024
mts_table_5,2024-09-30,Total--Employment and Training Administration,current_fytd_net_outly_amt,46413055664.16,2024
mts_table_5,2024-09-30,Total--Energy Programs,current_fytd_net_outly_amt,19473863757.09,2024
mts_table_5,2024-09-30,Total--Environmental Protection Agency,current_fytd_net_outly_amt,13699163398.55,2024
mts_table_5,2024-09-30,Total--Executive Office of the President,current_fytd_net_outly_amt,606567066.14,2024
mts_table_5,2024-09-30,Total--Farm Service Agency,current_fytd_net_outly_amt,8573945159.55,2024
mts_table_5,2024-09-30,Total--Federal Aviation Administration,current_fytd_net_outly_amt,23096399683.29,2024
mts_table_5,2024-09-30,Total--Federal Deposit Insurance Corporation,current_fytd_net_outly_amt,37097235352.51,2024
mts_table_5,2024-09-30,Total--Federal Disability Insurance Trust Fund (Off-Budget),current_fytd_net_outly_amt,156511062198.96,2024
mts_table_5,2024-09-30,Total--Federal Emergency Management Agency,current_fytd_net_outly_amt,36214790893.51,2024
mts_table_5,2024-09-30,Total--Federal Highway Administration,current_fytd_net_outly_amt,61123123480.41,2024
mts_table_5,2024-09-30,Total--Federal Hospital Insurance Trust Fund,current_fytd_net_outly_amt,407377882840.05,2024
mts_table_5,2024-09-30,Total--Federal Old-Age and Survivors Insurance Trust Fund (Off-Budget),current_fytd_net_outly_amt,1304396689140.88,2024
mts_table_5,2024-09-30,Total--Federal Railroad Administration,current_fytd_net_outly_amt,3875290395.35,2024
mts_table_5,2024-09-30,Total--Federal Supplementary Medical Insurance Trust Fund,current_fytd_net_outly_amt,642650436959.41,2024
mts_table_5,2024-09-30,Total--Federal Transit Administration,current_fytd_net_outly_amt,23414674584.91,2024
mts_table_5,2024-09-30,Total--Fish and Wildlife and Parks,current_fytd_net_outly_amt,8167593410.21,2024
mts_table_5,2024-09-30,Total--Food and Nutrition Service,current_fytd_net_outly_amt,147446510402.48,2024
mts_table_5,2024-09-30,Total--Forest Service,current_fytd_net_outly_amt,11272368484.53,2024
mts_table_5,2024-09-30,Total--General Services Administration,current_fytd_net_outly_amt,-244132984.52,2024
mts_table_5,2024-09-30,Total--Housing Programs,current_fytd_net_outly_amt,-5822055590.46,2024
mts_table_5,2024-09-30,Total--Independent Agencies,current_fytd_net_outly_amt,77793153994.91,2024
mts_table_5,2024-09-30,Total--Indian Affairs,current_fytd_net_outly_amt,2781123224.03,2024
mts_table_5,2024-09-30,Total--Interest Received by Trust Funds,current_fytd_net_outly_amt,-183822623125.32,2024
mts_table_5,2024-09-30,Total--Interest on Treasury Debt Securities (Gross),current_fytd_net_outly_amt,1133036890149.16,2024
mts_table_5,2024-09-30,Total--Interest on the Public Debt,current_fytd_net_outly_amt,1133036890149.16,2024
mts_table_5,2024-09-30,Total--Internal Revenue Service,current_fytd_net_outly_amt,229985021637.97,2024
mts_table_5,2024-09-30,Total--International Assistance Programs,current_fytd_net_outly_amt,35794149352.23,2024
mts_table_5,2024-09-30,Total--International Security Assistance,current_fytd_net_outly_amt,22422155932.61,2024
mts_table_5,2024-09-30,Total--Judicial Branch,current_fytd_net_outly_amt,9480265838.79,2024
mts_table_5,2024-09-30,Total--Land and Minerals Management,current_fytd_net_outly_amt,3483820973.28,2024
mts_table_5,2024-09-30,Total--Legislative Branch,current_fytd_net_outly_amt,6835068061.1,2024
mts_table_5,2024-09-30,Total--Military Construction,current_fytd_net_outly_amt,12067599590.81,2024
mts_table_5,2024-09-30,Total--Military Personnel,current_fytd_net_outly_amt,191945217798.79,2024
mts_table_5,2024-09-30,Total--Multilateral Assistance,current_fytd_net_outly_amt,2978208634.49,2024
mts_table_5,2024-09-30,Total--National Aeronautics and Space Administration,current_fytd_net_outly_amt,25014807017.48,2024
mts_table_5,2024-09-30,Total--National Science Foundation,current_fytd_net_outly_amt,9391513256.06,2024
mts_table_5,2024-09-30,Total--Office of Elementary and Secondary Education,current_fytd_net_outly_amt,82991050168.1,2024
mts_table_5,2024-09-30,Total--Office of Federal Student Aid,current_fytd_net_outly_amt,160693322646.62,2024
mts_table_5,2024-09-30,Total--Office of Personnel Management,current_fytd_net_outly_amt,126172842066.94,2024
mts_table_5,2024-09-30,Total--Office of Postsecondary Education,current_fytd_net_outly_amt,3508818762.95,2024
mts_table_5,2024-09-30,Total--Operation and Maintenance,current_fytd_net_outly_amt,332046953817.81,2024
mts_table_5,2024-09-30,Total--Other Defense Civil Programs,current_fytd_net_outly_amt,66220043552.27,2024
mts_table_5,2024-09-30,Total--Overseas Private Investment Corporation,current_fytd_net_outly_amt,497274.49,2024
mts_table_5,2024-09-30,Total--Procurement,current_fytd_net_outly_amt,152259026658.85,2024
mts_table_5,2024-09-30,Total--Public and Indian Housing Programs,current_fytd_net_outly_amt,44084911185.61,2024
mts_table_5,2024-09-30,Total--Railroad Retirement Board,current_fytd_net_outly_amt,5384341712.44,2024
mts_table_5,2024-09-30,"Total--Research, Development, Test, and Evaluation",current_fytd_net_outly_amt,137960198321.68,2024
mts_table_5,2024-09-30,Total--Small Business Administration,current_fytd_net_outly_amt,33196528082.9,2024
mts_table_5,2024-09-30,Total--Social Security Administration,current_fytd_net_outly_amt,1519733645413.99,2024
mts_table_5,2024-09-30,Total--Undistributed Offsetting Receipts,current_fytd_net_outly_amt,-330571737028.44,2024
mts_table_5,2024-09-30,Total--Unemployment Trust Fund,current_fytd_net_outly_amt,42373081145.16,2024
mts_table_5,2024-09-30,Total--Water and Science,current_fytd_net_outly_amt,4265449355.42,2024
mts_table_5,2024-09-30,Training and Employment Services,current_fytd_net_outly_amt,3951979485.04,2024
mts_table_5,2024-09-30,Transfer To Administrative Funds,current_fytd_net_outly_amt,21907581.0,2024
mts_table_5,2024-09-30,Transfer To Administrative Funds,current_fytd_net_outly_amt,22247817.0,2024
mts_table_5,2024-09-30,Transfer to Administrative Funds,current_fytd_net_outly_amt,95844602.0,2024
mts_table_5,2024-09-30,Transfers to the Railroad Retirement Trust Funds from the National Railroad Retirement Investment Trust,current_fytd_net_outly_amt,1180000000.0,2024
mts_table_5,2024-09-30,Transit Formula Grants,current_fytd_net_outly_amt,13685737905.02,2024
mts_table_5,2024-09-30,Transportation Security Administration,current_fytd_net_outly_amt,6974113061.93,2024
mts_table_5,2024-09-30,Transportation Services,current_fytd_net_outly_amt,22508746.32,2024
mts_table_5,2024-09-30,Troubled Asset Relief Program,,,2024
mts_table_5,2024-09-30,Trust Fund Share of FAA Operations,current_fytd_net_outly_amt,11672874793.0,2024
mts_table_5,2024-09-30,Trust Funds:,,,2024
mts_table_5,2024-09-30,U.S. Customs and Border Protection,current_fytd_net_outly_amt,22425695858.92,2024
mts_table_5,2024-09-30,USDA Supplemental Assistance,current_fytd_net_outly_amt,3829464.98,2024
mts_table_5,2024-09-30,Unanticipated Needs,current_fytd_net_outly_amt,52098210.96,2024
mts_table_5,2024-09-30,Undistributed Offsetting Receipts:,,,2024
mts_table_5,2024-09-30,Unemployment Trust Fund,current_fytd_net_outly_amt,-2275576277.97,2024
mts_table_5,2024-09-30,Unemployment Trust Fund:,,,2024
mts_table_5,2024-09-30,United States Agency for Global Media,current_fytd_net_outly_amt,882719142.4,2024
mts_table_5,2024-09-30,United States Attorneys,current_fytd_net_outly_amt,2668985737.74,2024
mts_table_5,2024-09-30,United States Coast Guard,current_fytd_net_outly_amt,13251661504.17,2024
mts_table_5,2024-09-30,United States Fish and Wildlife Service,current_fytd_net_outly_amt,3717477689.22,2024
mts_table_5,2024-09-30,United States Geological Survey,current_fytd_net_outly_amt,1559537636.09,2024
mts_table_5,2024-09-30,United States Government Life Insurance Fund,current_fytd_net_outly_amt,-32789.53,2024
mts_table_5,2024-09-30,United States Marshals Service,current_fytd_net_outly_amt,1830769015.0,2024
mts_table_5,2024-09-30,United States Mint,current_fytd_net_outly_amt,-50996083.89,2024
mts_table_5,2024-09-30,United States Secret Service,current_fytd_net_outly_amt,2957476076.22,2024
mts_table_5,2024-09-30,United States Tax Court,current_fytd_net_outly_amt,61952320.28,2024
mts_table_5,2024-09-30,Universal Service Fund,current_fytd_net_outly_amt,8718823106.86,2024
mts_table_5,2024-09-30,Uranium Enrichment Decontamination and Decommissioning Fund,current_fytd_net_outly_amt,815146598.26,2024
mts_table_5,2024-09-30,"Veterans Choice Fund, Veterans Health Administration",current_fytd_net_outly_amt,215211.45,2024
mts_table_5,2024-09-30,Veterans Health Administration:,,,2024
mts_table_5,2024-09-30,Veterans Housing Benefit Program Fund,current_fytd_net_outly_amt,1713964301.64,2024
mts_table_5,2024-09-30,Veterans Special Life,current_fytd_net_outly_amt,144893712.15,2024
mts_table_5,2024-09-30,Wage and Hour Division,current_fytd_net_outly_amt,317666258.65,2024
